year,sex,means_of_travel,towns_by_size,age_range,edu_status,value
2016,Male,bike,Enniscorthy,15-66,working,21
2016,Male,bike,Enniscorthy,5-12,at primary school,3
2016,Male,bike,Enniscorthy,13-18,at secondary school,1
2016,Male,bike,Enniscorthy,19-66,at university,4
2016,Male,bike,Wicklow,15-66,working,19
2016,Male,bike,Wicklow,5-12,at primary school,1
2016,Male,bike,Wicklow,13-18,at secondary school,2
2016,Male,bike,Wicklow,19-66,at university,1
2016,Male,bike,Tramore,15-66,working,29
2016,Male,bike,Tramore,5-12,at primary school,24
2016,Male,bike,Tramore,13-18,at secondary school,5
2016,Male,bike,Tramore,19-66,at university,8
2016,Male,bike,Cavan,15-66,working,37
2016,Male,bike,Cavan,5-12,at primary school,1
2016,Male,bike,Cavan,13-18,at secondary school,3
2016,Male,bike,Cavan,19-66,at university,3
2016,Male,bike,Athy,15-66,working,34
2016,Male,bike,Athy,5-12,at primary school,20
2016,Male,bike,Athy,13-18,at secondary school,13
2016,Male,bike,Athy,19-66,at university,4
2016,Male,bike,Shannon,15-66,working,97
2016,Male,bike,Shannon,5-12,at primary school,25
2016,Male,bike,Shannon,13-18,at secondary school,18
2016,Male,bike,Shannon,19-66,at university,18
2016,Male,bike,Skerries,15-66,working,32
2016,Male,bike,Skerries,5-12,at primary school,46
2016,Male,bike,Skerries,13-18,at secondary school,27
2016,Male,bike,Skerries,19-66,at university,1
2016,Male,bike,Longford,15-66,working,65
2016,Male,bike,Longford,5-12,at primary school,6
2016,Male,bike,Longford,13-18,at secondary school,9
2016,Male,bike,Longford,19-66,at university,2
2016,Male,bike,Dungarvan,15-66,working,54
2016,Male,bike,Dungarvan,5-12,at primary school,33
2016,Male,bike,Dungarvan,13-18,at secondary school,52
2016,Male,bike,Dungarvan,19-66,at university,3
2016,Male,bike,Portmarnock,15-66,working,53
2016,Male,bike,Portmarnock,5-12,at primary school,8
2016,Male,bike,Portmarnock,13-18,at secondary school,3
2016,Male,bike,Portmarnock,19-66,at university,3
2016,Male,bike,Rush,15-66,working,30
2016,Male,bike,Rush,5-12,at primary school,41
2016,Male,bike,Rush,13-18,at secondary school,38
2016,Male,bike,Rush,19-66,at university,1
2016,Male,bike,Gorey,15-66,working,51
2016,Male,bike,Gorey,5-12,at primary school,3
2016,Male,bike,Gorey,13-18,at secondary school,3
2016,Male,bike,Gorey,19-66,at university,7
2016,Male,bike,Ratoath,15-66,working,18
2016,Male,bike,Ratoath,5-12,at primary school,21
2016,Male,bike,Ratoath,13-18,at secondary school,19
2016,Male,bike,Ratoath,19-66,at university,0
2016,Male,bike,Nenagh,15-66,working,84
2016,Male,bike,Nenagh,5-12,at primary school,9
2016,Male,bike,Nenagh,13-18,at secondary school,3
2016,Male,bike,Nenagh,19-66,at university,3
2016,Male,bike,Trim,15-66,working,16
2016,Male,bike,Trim,5-12,at primary school,4
2016,Male,bike,Trim,13-18,at secondary school,0
2016,Male,bike,Trim,19-66,at university,4
2016,Male,bike,Tuam,15-66,working,48
2016,Male,bike,Tuam,5-12,at primary school,9
2016,Male,bike,Tuam,13-18,at secondary school,2
2016,Male,bike,Tuam,19-66,at university,3
2016,Male,bike,New Ross,15-66,working,18
2016,Male,bike,New Ross,5-12,at primary school,2
2016,Male,bike,New Ross,13-18,at secondary school,4
2016,Male,bike,New Ross,19-66,at university,6
2016,Male,bike,Kildare,15-66,working,48
2016,Male,bike,Kildare,5-12,at primary school,6
2016,Male,bike,Kildare,13-18,at secondary school,5
2016,Male,bike,Kildare,19-66,at university,4
2016,Male,bike,Thurles,15-66,working,47
2016,Male,bike,Thurles,5-12,at primary school,4
2016,Male,bike,Thurles,13-18,at secondary school,5
2016,Male,bike,Thurles,19-66,at university,5
2016,Male,bike,Youghal,15-66,working,14
2016,Male,bike,Youghal,5-12,at primary school,1
2016,Male,bike,Youghal,13-18,at secondary school,0
2016,Male,bike,Youghal,19-66,at university,2
2016,Male,bike,Portarlington,15-66,working,16
2016,Male,bike,Portarlington,5-12,at primary school,10
2016,Male,bike,Portarlington,13-18,at secondary school,14
2016,Male,bike,Portarlington,19-66,at university,1
2016,Male,bike,Monaghan,15-66,working,27
2016,Male,bike,Monaghan,5-12,at primary school,0
2016,Male,bike,Monaghan,13-18,at secondary school,6
2016,Male,bike,Monaghan,19-66,at university,5
2016,Male,bike,Lusk,15-66,working,23
2016,Male,bike,Lusk,5-12,at primary school,32
2016,Male,bike,Lusk,13-18,at secondary school,10
2016,Male,bike,Lusk,19-66,at university,3
2016,Male,bike,Edenderry,15-66,working,32
2016,Male,bike,Edenderry,5-12,at primary school,8
2016,Male,bike,Edenderry,13-18,at secondary school,4
2016,Male,bike,Edenderry,19-66,at university,2
2016,Male,bike,Dunboyne,15-66,working,36
2016,Male,bike,Dunboyne,5-12,at primary school,15
2016,Male,bike,Dunboyne,13-18,at secondary school,6
2016,Male,bike,Dunboyne,19-66,at university,3
2016,Male,bike,Buncrana,15-66,working,18
2016,Male,bike,Buncrana,5-12,at primary school,2
2016,Male,bike,Buncrana,13-18,at secondary school,2
2016,Male,bike,Buncrana,19-66,at university,2
2016,Male,bike,Donabate,15-66,working,21
2016,Male,bike,Donabate,5-12,at primary school,41
2016,Male,bike,Donabate,13-18,at secondary school,10
2016,Male,bike,Donabate,19-66,at university,0
2016,Male,bike,Clane,15-66,working,18
2016,Male,bike,Clane,5-12,at primary school,6
2016,Male,bike,Clane,13-18,at secondary school,0
2016,Male,bike,Clane,19-66,at university,3
2016,Male,bike,Ballinasloe,15-66,working,33
2016,Male,bike,Ballinasloe,5-12,at primary school,7
2016,Male,bike,Ballinasloe,13-18,at secondary school,8
2016,Male,bike,Ballinasloe,19-66,at university,3
2016,Male,bike,Bandon,15-66,working,7
2016,Male,bike,Bandon,5-12,at primary school,1
2016,Male,bike,Bandon,13-18,at secondary school,0
2016,Male,bike,Bandon,19-66,at university,0
2016,Male,bike,Fermoy,15-66,working,19
2016,Male,bike,Fermoy,5-12,at primary school,0
2016,Male,bike,Fermoy,13-18,at secondary school,2
2016,Male,bike,Fermoy,19-66,at university,1
2016,Male,bike,Newcastle West,15-66,working,13
2016,Male,bike,Newcastle West,5-12,at primary school,5
2016,Male,bike,Newcastle West,13-18,at secondary school,2
2016,Male,bike,Newcastle West,19-66,at university,1
2016,Male,bike,Westport,15-66,working,38
2016,Male,bike,Westport,5-12,at primary school,14
2016,Male,bike,Westport,13-18,at secondary school,0
2016,Male,bike,Westport,19-66,at university,0
2016,Male,bike,Carrick-on-Suir,15-66,working,15
2016,Male,bike,Carrick-on-Suir,5-12,at primary school,5
2016,Male,bike,Carrick-on-Suir,13-18,at secondary school,0
2016,Male,bike,Carrick-on-Suir,19-66,at university,2
2016,Male,bike,Kells (Ceanannas),15-66,working,12
2016,Male,bike,Kells (Ceanannas),5-12,at primary school,5
2016,Male,bike,Kells (Ceanannas),13-18,at secondary school,0
2016,Male,bike,Kells (Ceanannas),19-66,at university,2
2016,Male,bike,Birr,15-66,working,40
2016,Male,bike,Birr,5-12,at primary school,9
2016,Male,bike,Birr,13-18,at secondary school,0
2016,Male,bike,Birr,19-66,at university,1
2016,Male,bike,Kinsealy-Drinan,15-66,working,59
2016,Male,bike,Kinsealy-Drinan,5-12,at primary school,14
2016,Male,bike,Kinsealy-Drinan,13-18,at secondary school,4
2016,Male,bike,Kinsealy-Drinan,19-66,at university,4
2016,Male,bike,Passage West,15-66,working,30
2016,Male,bike,Passage West,5-12,at primary school,1
2016,Male,bike,Passage West,13-18,at secondary school,1
2016,Male,bike,Passage West,19-66,at university,1
2016,Male,bike,Roscommon,15-66,working,15
2016,Male,bike,Roscommon,5-12,at primary school,1
2016,Male,bike,Roscommon,13-18,at secondary school,2
2016,Male,bike,Roscommon,19-66,at university,3
2016,Male,bike,Kilcock,15-66,working,23
2016,Male,bike,Kilcock,5-12,at primary school,14
2016,Male,bike,Kilcock,13-18,at secondary school,1
2016,Male,bike,Kilcock,19-66,at university,1
2016,Male,bike,Roscrea,15-66,working,22
2016,Male,bike,Roscrea,5-12,at primary school,0
2016,Male,bike,Roscrea,13-18,at secondary school,1
2016,Male,bike,Roscrea,19-66,at university,2
2016,Male,bike,Tipperary,15-66,working,14
2016,Male,bike,Tipperary,5-12,at primary school,2
2016,Male,bike,Tipperary,13-18,at secondary school,3
2016,Male,bike,Tipperary,19-66,at university,2
2016,Male,bike,Sallins,15-66,working,41
2016,Male,bike,Sallins,5-12,at primary school,2
2016,Male,bike,Sallins,13-18,at secondary school,2
2016,Male,bike,Sallins,19-66,at university,0
2016,Male,bike,Loughrea,15-66,working,16
2016,Male,bike,Loughrea,5-12,at primary school,7
2016,Male,bike,Loughrea,13-18,at secondary school,3
2016,Male,bike,Loughrea,19-66,at university,0
2016,Male,bike,Blessington,15-66,working,12
2016,Male,bike,Blessington,5-12,at primary school,17
2016,Male,bike,Blessington,13-18,at secondary school,1
2016,Male,bike,Blessington,19-66,at university,3
2016,Male,bike,Ardee,15-66,working,25
2016,Male,bike,Ardee,5-12,at primary school,7
2016,Male,bike,Ardee,13-18,at secondary school,0
2016,Male,bike,Ardee,19-66,at university,1
2016,Male,bike,Carrickmacross,15-66,working,9
2016,Male,bike,Carrickmacross,5-12,at primary school,1
2016,Male,bike,Carrickmacross,13-18,at secondary school,0
2016,Male,bike,Carrickmacross,19-66,at university,0
2016,Male,bike,Kinsale,15-66,working,13
2016,Male,bike,Kinsale,5-12,at primary school,0
2016,Male,bike,Kinsale,13-18,at secondary school,0
2016,Male,bike,Kinsale,19-66,at university,1
2016,Male,bike,Ballybofey-Stranorlar,15-66,working,7
2016,Male,bike,Ballybofey-Stranorlar,5-12,at primary school,0
2016,Male,bike,Ballybofey-Stranorlar,13-18,at secondary school,0
2016,Male,bike,Ballybofey-Stranorlar,19-66,at university,0
2016,Male,bike,Listowel,15-66,working,13
2016,Male,bike,Listowel,5-12,at primary school,1
2016,Male,bike,Listowel,13-18,at secondary school,1
2016,Male,bike,Listowel,19-66,at university,0
2016,Male,bike,Oranmore,15-66,working,36
2016,Male,bike,Oranmore,5-12,at primary school,4
2016,Male,bike,Oranmore,13-18,at secondary school,2
2016,Male,bike,Oranmore,19-66,at university,0
2016,Male,bike,Mountmellick,15-66,working,16
2016,Male,bike,Mountmellick,5-12,at primary school,1
2016,Male,bike,Mountmellick,13-18,at secondary school,1
2016,Male,bike,Mountmellick,19-66,at university,0
2016,Male,bike,Clonakilty,15-66,working,35
2016,Male,bike,Clonakilty,5-12,at primary school,6
2016,Male,bike,Clonakilty,13-18,at secondary school,1
2016,Male,bike,Clonakilty,19-66,at university,1
2016,Male,bike,Carrigtwohill,15-66,working,12
2016,Male,bike,Carrigtwohill,5-12,at primary school,1
2016,Male,bike,Carrigtwohill,13-18,at secondary school,0
2016,Male,bike,Carrigtwohill,19-66,at university,1
2016,Male,bike,Cashel,15-66,working,7
2016,Male,bike,Cashel,5-12,at primary school,2
2016,Male,bike,Cashel,13-18,at secondary school,0
2016,Male,bike,Cashel,19-66,at university,0
2016,Male,bike,Kilcoole,15-66,working,6
2016,Male,bike,Kilcoole,5-12,at primary school,8
2016,Male,bike,Kilcoole,13-18,at secondary school,9
2016,Male,bike,Kilcoole,19-66,at university,2
2016,Male,bike,Duleek,15-66,working,8
2016,Male,bike,Duleek,5-12,at primary school,3
2016,Male,bike,Duleek,13-18,at secondary school,0
2016,Male,bike,Duleek,19-66,at university,0
2016,Male,bike,Carrick-on-Shannon,15-66,working,16
2016,Male,bike,Carrick-on-Shannon,5-12,at primary school,1
2016,Male,bike,Carrick-on-Shannon,13-18,at secondary school,4
2016,Male,bike,Carrick-on-Shannon,19-66,at university,2
2016,Male,bike,Tullow,15-66,working,9
2016,Male,bike,Tullow,5-12,at primary school,0
2016,Male,bike,Tullow,13-18,at secondary school,1
2016,Male,bike,Tullow,19-66,at university,0
2016,Male,bike,Athenry,15-66,working,8
2016,Male,bike,Athenry,5-12,at primary school,1
2016,Male,bike,Athenry,13-18,at secondary school,1
2016,Male,bike,Athenry,19-66,at university,1
2016,Male,bike,Dunshaughlin,15-66,working,5
2016,Male,bike,Dunshaughlin,5-12,at primary school,8
2016,Male,bike,Dunshaughlin,13-18,at secondary school,0
2016,Male,bike,Dunshaughlin,19-66,at university,2
2016,Male,bike,Macroom,15-66,working,5
2016,Male,bike,Macroom,5-12,at primary school,1
2016,Male,bike,Macroom,13-18,at secondary school,2
2016,Male,bike,Macroom,19-66,at university,0
2016,Male,bike,Monasterevin,15-66,working,11
2016,Male,bike,Monasterevin,5-12,at primary school,5
2016,Male,bike,Monasterevin,13-18,at secondary school,5
2016,Male,bike,Monasterevin,19-66,at university,0
2016,Male,bike,Mitchelstown,15-66,working,6
2016,Male,bike,Mitchelstown,5-12,at primary school,0
2016,Male,bike,Mitchelstown,13-18,at secondary school,1
2016,Male,bike,Mitchelstown,19-66,at university,1
2016,Male,bike,Rathluirc (or Charleville),15-66,working,18
2016,Male,bike,Rathluirc (or Charleville),5-12,at primary school,0
2016,Male,bike,Rathluirc (or Charleville),13-18,at secondary school,1
2016,Male,bike,Rathluirc (or Charleville),19-66,at university,0
2016,Male,bike,Castleblayney,15-66,working,2
2016,Male,bike,Castleblayney,5-12,at primary school,0
2016,Male,bike,Castleblayney,13-18,at secondary school,0
2016,Male,bike,Castleblayney,19-66,at university,0
2016,Male,bike,Cahir,15-66,working,13
2016,Male,bike,Cahir,5-12,at primary school,2
2016,Male,bike,Cahir,13-18,at secondary school,4
2016,Male,bike,Cahir,19-66,at university,3
2016,Male,bike,Kilcullen,15-66,working,10
2016,Male,bike,Kilcullen,5-12,at primary school,4
2016,Male,bike,Kilcullen,13-18,at secondary school,0
2016,Male,bike,Kilcullen,19-66,at university,3
2016,Male,bike,Rathcoole,15-66,working,23
2016,Male,bike,Rathcoole,5-12,at primary school,0
2016,Male,bike,Rathcoole,13-18,at secondary school,0
2016,Male,bike,Rathcoole,19-66,at university,0
2016,Male,bike,Claremorris,15-66,working,16
2016,Male,bike,Claremorris,5-12,at primary school,0
2016,Male,bike,Claremorris,13-18,at secondary school,3
2016,Male,bike,Claremorris,19-66,at university,0
2016,Male,bike,Bantry,15-66,working,2
2016,Male,bike,Bantry,5-12,at primary school,0
2016,Male,bike,Bantry,13-18,at secondary school,0
2016,Male,bike,Bantry,19-66,at university,0
2016,Male,bike,Tower,15-66,working,3
2016,Male,bike,Tower,5-12,at primary school,4
2016,Male,bike,Tower,13-18,at secondary school,0
2016,Male,bike,Tower,19-66,at university,0
2016,Male,bike,Clara,15-66,working,27
2016,Male,bike,Clara,5-12,at primary school,2
2016,Male,bike,Clara,13-18,at secondary school,4
2016,Male,bike,Clara,19-66,at university,0
2016,Male,bike,Stamullen,15-66,working,3
2016,Male,bike,Stamullen,5-12,at primary school,5
2016,Male,bike,Stamullen,13-18,at secondary school,1
2016,Male,bike,Stamullen,19-66,at university,0
2016,Male,bike,Kill,15-66,working,11
2016,Male,bike,Kill,5-12,at primary school,12
2016,Male,bike,Kill,13-18,at secondary school,2
2016,Male,bike,Kill,19-66,at university,1
2016,Male,bike,Rathnew,15-66,working,4
2016,Male,bike,Rathnew,5-12,at primary school,1
2016,Male,bike,Rathnew,13-18,at secondary school,1
2016,Male,bike,Rathnew,19-66,at university,1
2016,Male,bike,Muinebeag,15-66,working,19
2016,Male,bike,Muinebeag,5-12,at primary school,1
2016,Male,bike,Muinebeag,13-18,at secondary school,0
2016,Male,bike,Muinebeag,19-66,at university,0
2016,Male,bike,Enfield,15-66,working,7
2016,Male,bike,Enfield,5-12,at primary school,16
2016,Male,bike,Enfield,13-18,at secondary school,0
2016,Male,bike,Enfield,19-66,at university,0
2016,Male,bike,Courtown Harbour,15-66,working,4
2016,Male,bike,Courtown Harbour,5-12,at primary school,0
2016,Male,bike,Courtown Harbour,13-18,at secondary school,0
2016,Male,bike,Courtown Harbour,19-66,at university,2
2016,Male,bike,Annacotty,15-66,working,30
2016,Male,bike,Annacotty,5-12,at primary school,4
2016,Male,bike,Annacotty,13-18,at secondary school,1
2016,Male,bike,Annacotty,19-66,at university,12
2016,Male,bike,Moate,15-66,working,8
2016,Male,bike,Moate,5-12,at primary school,9
2016,Male,bike,Moate,13-18,at secondary school,7
2016,Male,bike,Moate,19-66,at university,1
2016,Male,bike,Ballinrobe,15-66,working,9
2016,Male,bike,Ballinrobe,5-12,at primary school,0
2016,Male,bike,Ballinrobe,13-18,at secondary school,0
2016,Male,bike,Ballinrobe,19-66,at university,1
2016,Male,bike,Kilrush,15-66,working,14
2016,Male,bike,Kilrush,5-12,at primary school,1
2016,Male,bike,Kilrush,13-18,at secondary school,0
2016,Male,bike,Kilrush,19-66,at university,1
2016,Male,bike,Skibbereen,15-66,working,10
2016,Male,bike,Skibbereen,5-12,at primary school,0
2016,Male,bike,Skibbereen,13-18,at secondary school,1
2016,Male,bike,Skibbereen,19-66,at university,1
2016,Male,bike,Kinnegad,15-66,working,3
2016,Male,bike,Kinnegad,5-12,at primary school,3
2016,Male,bike,Kinnegad,13-18,at secondary school,0
2016,Male,bike,Kinnegad,19-66,at university,0
2016,Male,bike,Newcastle,15-66,working,18
2016,Male,bike,Newcastle,5-12,at primary school,6
2016,Male,bike,Newcastle,13-18,at secondary school,1
2016,Male,bike,Newcastle,19-66,at university,0
2016,Male,bike,Gort,15-66,working,10
2016,Male,bike,Gort,5-12,at primary school,0
2016,Male,bike,Gort,13-18,at secondary school,0
2016,Male,bike,Gort,19-66,at university,0
2016,Male,bike,Donegal,15-66,working,5
2016,Male,bike,Donegal,5-12,at primary school,1
2016,Male,bike,Donegal,13-18,at secondary school,0
2016,Male,bike,Donegal,19-66,at university,1
2016,Male,bike,Boyle,15-66,working,6
2016,Male,bike,Boyle,5-12,at primary school,1
2016,Male,bike,Boyle,13-18,at secondary school,0
2016,Male,bike,Boyle,19-66,at university,1
2016,Male,bike,Ballyjamesduff,15-66,working,1
2016,Male,bike,Ballyjamesduff,5-12,at primary school,0
2016,Male,bike,Ballyjamesduff,13-18,at secondary school,0
2016,Male,bike,Ballyjamesduff,19-66,at university,1
2016,Male,bike,Carndonagh,15-66,working,2
2016,Male,bike,Carndonagh,5-12,at primary school,0
2016,Male,bike,Carndonagh,13-18,at secondary school,0
2016,Male,bike,Carndonagh,19-66,at university,0
2016,Male,bike,Bailieborough,15-66,working,4
2016,Male,bike,Bailieborough,5-12,at primary school,0
2016,Male,bike,Bailieborough,13-18,at secondary school,0
2016,Male,bike,Bailieborough,19-66,at university,2
2016,Male,bike,Castleisland,15-66,working,13
2016,Male,bike,Castleisland,5-12,at primary school,2
2016,Male,bike,Castleisland,13-18,at secondary school,2
2016,Male,bike,Castleisland,19-66,at university,2
2016,Male,bike,Sixmilebridge,15-66,working,6
2016,Male,bike,Sixmilebridge,5-12,at primary school,0
2016,Male,bike,Sixmilebridge,13-18,at secondary school,0
2016,Male,bike,Sixmilebridge,19-66,at university,0
2016,Male,bike,Ballyshannon,15-66,working,4
2016,Male,bike,Ballyshannon,5-12,at primary school,1
2016,Male,bike,Ballyshannon,13-18,at secondary school,1
2016,Male,bike,Ballyshannon,19-66,at university,0
2016,Male,bike,Ballina (North Tipperary),15-66,working,4
2016,Male,bike,Ballina (North Tipperary),5-12,at primary school,0
2016,Male,bike,Ballina (North Tipperary),13-18,at secondary school,0
2016,Male,bike,Ballina (North Tipperary),19-66,at university,1
2016,Male,bike,Blarney,15-66,working,3
2016,Male,bike,Blarney,5-12,at primary school,0
2016,Male,bike,Blarney,13-18,at secondary school,0
2016,Male,bike,Blarney,19-66,at university,2
2016,Male,bike,Newtownmountkennedy,15-66,working,7
2016,Male,bike,Newtownmountkennedy,5-12,at primary school,0
2016,Male,bike,Newtownmountkennedy,13-18,at secondary school,0
2016,Male,bike,Newtownmountkennedy,19-66,at university,0
2016,Male,bike,Athboy,15-66,working,1
2016,Male,bike,Athboy,5-12,at primary school,4
2016,Male,bike,Athboy,13-18,at secondary school,1
2016,Male,bike,Athboy,19-66,at university,1
2016,Male,bike,Rathangan,15-66,working,3
2016,Male,bike,Rathangan,5-12,at primary school,0
2016,Male,bike,Rathangan,13-18,at secondary school,2
2016,Male,bike,Rathangan,19-66,at university,0
2016,Male,bike,Callan,15-66,working,12
2016,Male,bike,Callan,5-12,at primary school,5
2016,Male,bike,Callan,13-18,at secondary school,0
2016,Male,bike,Callan,19-66,at university,1
2016,Male,bike,Kingscourt,15-66,working,1
2016,Male,bike,Kingscourt,5-12,at primary school,0
2016,Male,bike,Kingscourt,13-18,at secondary school,0
2016,Male,bike,Kingscourt,19-66,at university,2
2016,Male,bike,Ballyhaunis,15-66,working,10
2016,Male,bike,Ballyhaunis,5-12,at primary school,0
2016,Male,bike,Ballyhaunis,13-18,at secondary school,0
2016,Male,bike,Ballyhaunis,19-66,at university,1
2016,Male,bike,Virginia,15-66,working,3
2016,Male,bike,Virginia,5-12,at primary school,3
2016,Male,bike,Virginia,13-18,at secondary school,3
2016,Male,bike,Virginia,19-66,at university,1
2016,Male,bike,Thomastown,15-66,working,7
2016,Male,bike,Thomastown,5-12,at primary school,3
2016,Male,bike,Thomastown,13-18,at secondary school,0
2016,Male,bike,Thomastown,19-66,at university,2
2016,Male,bike,Kanturk,15-66,working,3
2016,Male,bike,Kanturk,5-12,at primary school,0
2016,Male,bike,Kanturk,13-18,at secondary school,0
2016,Male,bike,Kanturk,19-66,at university,1
2016,Male,bike,Prosperous,15-66,working,5
2016,Male,bike,Prosperous,5-12,at primary school,0
2016,Male,bike,Prosperous,13-18,at secondary school,0
2016,Male,bike,Prosperous,19-66,at university,0
2016,Male,bike,Kenmare,15-66,working,15
2016,Male,bike,Kenmare,5-12,at primary school,1
2016,Male,bike,Kenmare,13-18,at secondary school,0
2016,Male,bike,Kenmare,19-66,at university,0
2016,Male,bike,Saggart,15-66,working,17
2016,Male,bike,Saggart,5-12,at primary school,3
2016,Male,bike,Saggart,13-18,at secondary school,0
2016,Male,bike,Saggart,19-66,at university,1
2016,Male,bike,Bundoran,15-66,working,7
2016,Male,bike,Bundoran,5-12,at primary school,0
2016,Male,bike,Bundoran,13-18,at secondary school,3
2016,Male,bike,Bundoran,19-66,at university,0
2016,Male,bike,Cootehill,15-66,working,5
2016,Male,bike,Cootehill,5-12,at primary school,1
2016,Male,bike,Cootehill,13-18,at secondary school,1
2016,Male,bike,Cootehill,19-66,at university,1
2016,Male,bike,Crosshaven,15-66,working,6
2016,Male,bike,Crosshaven,5-12,at primary school,0
2016,Male,bike,Crosshaven,13-18,at secondary school,1
2016,Male,bike,Crosshaven,19-66,at university,2
2016,Male,bike,Killorglin,15-66,working,3
2016,Male,bike,Killorglin,5-12,at primary school,0
2016,Male,bike,Killorglin,13-18,at secondary school,0
2016,Male,bike,Killorglin,19-66,at university,0
2016,Male,bike,Templemore,15-66,working,7
2016,Male,bike,Templemore,5-12,at primary school,1
2016,Male,bike,Templemore,13-18,at secondary school,0
2016,Male,bike,Templemore,19-66,at university,2
2016,Male,bike,Baltinglass,15-66,working,4
2016,Male,bike,Baltinglass,5-12,at primary school,0
2016,Male,bike,Baltinglass,13-18,at secondary school,1
2016,Male,bike,Baltinglass,19-66,at university,0
2016,Male,bike,Clifden,15-66,working,2
2016,Male,bike,Clifden,5-12,at primary school,0
2016,Male,bike,Clifden,13-18,at secondary school,0
2016,Male,bike,Clifden,19-66,at university,0
2016,Male,bike,Bunclody-Carrickduff,15-66,working,9
2016,Male,bike,Bunclody-Carrickduff,5-12,at primary school,0
2016,Male,bike,Bunclody-Carrickduff,13-18,at secondary school,0
2016,Male,bike,Bunclody-Carrickduff,19-66,at university,0
2016,Male,bike,Abbeyfeale,15-66,working,0
2016,Male,bike,Abbeyfeale,5-12,at primary school,1
2016,Male,bike,Abbeyfeale,13-18,at secondary school,1
2016,Male,bike,Abbeyfeale,19-66,at university,0
2016,Male,bike,Clogherhead,15-66,working,3
2016,Male,bike,Clogherhead,5-12,at primary school,4
2016,Male,bike,Clogherhead,13-18,at secondary school,0
2016,Male,bike,Clogherhead,19-66,at university,0
2016,Male,bike,Castlerea,15-66,working,3
2016,Male,bike,Castlerea,5-12,at primary school,0
2016,Male,bike,Castlerea,13-18,at secondary school,0
2016,Male,bike,Castlerea,19-66,at university,3
2016,Male,bike,An Daingean,15-66,working,13
2016,Male,bike,An Daingean,5-12,at primary school,2
2016,Male,bike,An Daingean,13-18,at secondary school,0
2016,Male,bike,An Daingean,19-66,at university,1
2016,Male,bike,Castleconnell,15-66,working,6
2016,Male,bike,Castleconnell,5-12,at primary school,1
2016,Male,bike,Castleconnell,13-18,at secondary school,0
2016,Male,bike,Castleconnell,19-66,at university,1
2016,Male,bike,Bearna,15-66,working,16
2016,Male,bike,Bearna,5-12,at primary school,1
2016,Male,bike,Bearna,13-18,at secondary school,1
2016,Male,bike,Bearna,19-66,at university,1
2016,Male,bike,Balrothery,15-66,working,9
2016,Male,bike,Balrothery,5-12,at primary school,2
2016,Male,bike,Balrothery,13-18,at secondary school,8
2016,Male,bike,Balrothery,19-66,at university,0
2016,Male,bike,Abbeyleix,15-66,working,4
2016,Male,bike,Abbeyleix,5-12,at primary school,1
2016,Male,bike,Abbeyleix,13-18,at secondary school,0
2016,Male,bike,Abbeyleix,19-66,at university,0
2016,Male,bike,Ballaghaderreen,15-66,working,8
2016,Male,bike,Ballaghaderreen,5-12,at primary school,0
2016,Male,bike,Ballaghaderreen,13-18,at secondary school,0
2016,Male,bike,Ballaghaderreen,19-66,at university,0
2016,Male,bike,Enniskerry,15-66,working,8
2016,Male,bike,Enniskerry,5-12,at primary school,0
2016,Male,bike,Enniskerry,13-18,at secondary school,0
2016,Male,bike,Enniskerry,19-66,at university,0
2016,Male,bike,Newport,15-66,working,2
2016,Male,bike,Newport,5-12,at primary school,2
2016,Male,bike,Newport,13-18,at secondary school,0
2016,Male,bike,Newport,19-66,at university,1
2016,Male,bike,Dunleer,15-66,working,2
2016,Male,bike,Dunleer,5-12,at primary school,2
2016,Male,bike,Dunleer,13-18,at secondary school,0
2016,Male,bike,Dunleer,19-66,at university,0
2016,Male,bike,Newmarket-on-Fergus,15-66,working,6
2016,Male,bike,Newmarket-on-Fergus,5-12,at primary school,1
2016,Male,bike,Newmarket-on-Fergus,13-18,at secondary school,0
2016,Male,bike,Newmarket-on-Fergus,19-66,at university,1
2016,Male,bike,Clones,15-66,working,5
2016,Male,bike,Clones,5-12,at primary school,0
2016,Male,bike,Clones,13-18,at secondary school,0
2016,Male,bike,Clones,19-66,at university,0
2016,Male,bike,Tubbercurry,15-66,working,1
2016,Male,bike,Tubbercurry,5-12,at primary school,3
2016,Male,bike,Tubbercurry,13-18,at secondary school,2
2016,Male,bike,Tubbercurry,19-66,at university,1
2016,Male,bike,Edgeworthstown,15-66,working,5
2016,Male,bike,Edgeworthstown,5-12,at primary school,0
2016,Male,bike,Edgeworthstown,13-18,at secondary school,0
2016,Male,bike,Edgeworthstown,19-66,at university,1
2016,Male,bike,Ballivor,15-66,working,2
2016,Male,bike,Ballivor,5-12,at primary school,5
2016,Male,bike,Ballivor,13-18,at secondary school,0
2016,Male,bike,Ballivor,19-66,at university,1
2016,Male,bike,Castlebridge,15-66,working,5
2016,Male,bike,Castlebridge,5-12,at primary school,6
2016,Male,bike,Castlebridge,13-18,at secondary school,1
2016,Male,bike,Castlebridge,19-66,at university,1
2016,Male,bike,Portlaw,15-66,working,5
2016,Male,bike,Portlaw,5-12,at primary school,9
2016,Male,bike,Portlaw,13-18,at secondary school,1
2016,Male,bike,Portlaw,19-66,at university,1
2016,Male,bike,Mountrath,15-66,working,2
2016,Male,bike,Mountrath,5-12,at primary school,0
2016,Male,bike,Mountrath,13-18,at secondary school,0
2016,Male,bike,Mountrath,19-66,at university,1
