year,sex,means_of_travel,towns_by_size,age_range,edu_status,value
2016,Female,carpool,Athy,15-66,working,89
2016,Female,carpool,Athy,5-12,at primary school,420
2016,Female,carpool,Athy,13-18,at secondary school,167
2016,Female,carpool,Athy,19-66,at university,20
2016,Female,carpool,Shannon,15-66,working,227
2016,Female,carpool,Shannon,5-12,at primary school,226
2016,Female,carpool,Shannon,13-18,at secondary school,122
2016,Female,carpool,Shannon,19-66,at university,31
2016,Female,carpool,Skerries,15-66,working,50
2016,Female,carpool,Skerries,5-12,at primary school,239
2016,Female,carpool,Skerries,13-18,at secondary school,65
2016,Female,carpool,Skerries,19-66,at university,11
2016,Female,carpool,Longford,15-66,working,139
2016,Female,carpool,Longford,5-12,at primary school,369
2016,Female,carpool,Longford,13-18,at secondary school,128
2016,Female,carpool,Longford,19-66,at university,15
2016,Female,carpool,Dungarvan,15-66,working,95
2016,Female,carpool,Dungarvan,5-12,at primary school,301
2016,Female,carpool,Dungarvan,13-18,at secondary school,192
2016,Female,carpool,Dungarvan,19-66,at university,17
2016,Female,carpool,Portmarnock,15-66,working,71
2016,Female,carpool,Portmarnock,5-12,at primary school,198
2016,Female,carpool,Portmarnock,13-18,at secondary school,73
2016,Female,carpool,Portmarnock,19-66,at university,12
2016,Female,carpool,Rush,15-66,working,92
2016,Female,carpool,Rush,5-12,at primary school,367
2016,Female,carpool,Rush,13-18,at secondary school,90
2016,Female,carpool,Rush,19-66,at university,6
2016,Female,carpool,Gorey,15-66,working,98
2016,Female,carpool,Gorey,5-12,at primary school,411
2016,Female,carpool,Gorey,13-18,at secondary school,145
2016,Female,carpool,Gorey,19-66,at university,10
2016,Female,carpool,Ratoath,15-66,working,85
2016,Female,carpool,Ratoath,5-12,at primary school,341
2016,Female,carpool,Ratoath,13-18,at secondary school,140
2016,Female,carpool,Ratoath,19-66,at university,12
2016,Female,carpool,Nenagh,15-66,working,91
2016,Female,carpool,Nenagh,5-12,at primary school,341
2016,Female,carpool,Nenagh,13-18,at secondary school,148
2016,Female,carpool,Nenagh,19-66,at university,21
2016,Female,carpool,Trim,15-66,working,79
2016,Female,carpool,Trim,5-12,at primary school,327
2016,Female,carpool,Trim,13-18,at secondary school,167
2016,Female,carpool,Trim,19-66,at university,13
2016,Female,carpool,Tuam,15-66,working,92
2016,Female,carpool,Tuam,5-12,at primary school,360
2016,Female,carpool,Tuam,13-18,at secondary school,113
2016,Female,carpool,Tuam,19-66,at university,15
2016,Female,carpool,New Ross,15-66,working,121
2016,Female,carpool,New Ross,5-12,at primary school,261
2016,Female,carpool,New Ross,13-18,at secondary school,131
2016,Female,carpool,New Ross,19-66,at university,9
2016,Female,carpool,Kildare,15-66,working,110
2016,Female,carpool,Kildare,5-12,at primary school,377
2016,Female,carpool,Kildare,13-18,at secondary school,133
2016,Female,carpool,Kildare,19-66,at university,8
2016,Female,carpool,Thurles,15-66,working,91
2016,Female,carpool,Thurles,5-12,at primary school,269
2016,Female,carpool,Thurles,13-18,at secondary school,144
2016,Female,carpool,Thurles,19-66,at university,23
2016,Female,carpool,Youghal,15-66,working,96
2016,Female,carpool,Youghal,5-12,at primary school,308
2016,Female,carpool,Youghal,13-18,at secondary school,163
2016,Female,carpool,Youghal,19-66,at university,24
2016,Female,carpool,Portarlington,15-66,working,94
2016,Female,carpool,Portarlington,5-12,at primary school,348
2016,Female,carpool,Portarlington,13-18,at secondary school,167
2016,Female,carpool,Portarlington,19-66,at university,14
2016,Female,carpool,Monaghan,15-66,working,280
2016,Female,carpool,Monaghan,5-12,at primary school,207
2016,Female,carpool,Monaghan,13-18,at secondary school,108
2016,Female,carpool,Monaghan,19-66,at university,14
2016,Female,carpool,Lusk,15-66,working,79
2016,Female,carpool,Lusk,5-12,at primary school,293
2016,Female,carpool,Lusk,13-18,at secondary school,61
2016,Female,carpool,Lusk,19-66,at university,6
2016,Female,carpool,Edenderry,15-66,working,87
2016,Female,carpool,Edenderry,5-12,at primary school,262
2016,Female,carpool,Edenderry,13-18,at secondary school,131
2016,Female,carpool,Edenderry,19-66,at university,12
2016,Female,carpool,Dunboyne,15-66,working,59
2016,Female,carpool,Dunboyne,5-12,at primary school,205
2016,Female,carpool,Dunboyne,13-18,at secondary school,67
2016,Female,carpool,Dunboyne,19-66,at university,11
2016,Female,carpool,Buncrana,15-66,working,92
2016,Female,carpool,Buncrana,5-12,at primary school,305
2016,Female,carpool,Buncrana,13-18,at secondary school,161
2016,Female,carpool,Buncrana,19-66,at university,16
2016,Female,carpool,Donabate,15-66,working,48
2016,Female,carpool,Donabate,5-12,at primary school,128
2016,Female,carpool,Donabate,13-18,at secondary school,38
2016,Female,carpool,Donabate,19-66,at university,9
2016,Female,carpool,Clane,15-66,working,65
2016,Female,carpool,Clane,5-12,at primary school,222
2016,Female,carpool,Clane,13-18,at secondary school,120
2016,Female,carpool,Clane,19-66,at university,17
2016,Female,carpool,Ballinasloe,15-66,working,72
2016,Female,carpool,Ballinasloe,5-12,at primary school,250
2016,Female,carpool,Ballinasloe,13-18,at secondary school,116
2016,Female,carpool,Ballinasloe,19-66,at university,10
2016,Female,carpool,Bandon,15-66,working,100
2016,Female,carpool,Bandon,5-12,at primary school,267
2016,Female,carpool,Bandon,13-18,at secondary school,156
2016,Female,carpool,Bandon,19-66,at university,13
2016,Female,carpool,Fermoy,15-66,working,118
2016,Female,carpool,Fermoy,5-12,at primary school,255
2016,Female,carpool,Fermoy,13-18,at secondary school,144
2016,Female,carpool,Fermoy,19-66,at university,25
2016,Female,carpool,Newcastle West,15-66,working,80
2016,Female,carpool,Newcastle West,5-12,at primary school,244
2016,Female,carpool,Newcastle West,13-18,at secondary school,88
2016,Female,carpool,Newcastle West,19-66,at university,13
2016,Female,carpool,Westport,15-66,working,48
2016,Female,carpool,Westport,5-12,at primary school,159
2016,Female,carpool,Westport,13-18,at secondary school,69
2016,Female,carpool,Westport,19-66,at university,13
2016,Female,carpool,Carrick-on-Suir,15-66,working,90
2016,Female,carpool,Carrick-on-Suir,5-12,at primary school,154
2016,Female,carpool,Carrick-on-Suir,13-18,at secondary school,91
2016,Female,carpool,Carrick-on-Suir,19-66,at university,16
2016,Female,carpool,Kells (Ceanannas),15-66,working,77
2016,Female,carpool,Kells (Ceanannas),5-12,at primary school,159
2016,Female,carpool,Kells (Ceanannas),13-18,at secondary school,79
2016,Female,carpool,Kells (Ceanannas),19-66,at university,4
2016,Female,carpool,Birr,15-66,working,37
2016,Female,carpool,Birr,5-12,at primary school,145
2016,Female,carpool,Birr,13-18,at secondary school,72
2016,Female,carpool,Birr,19-66,at university,11
2016,Female,carpool,Kinsealy-Drinan,15-66,working,77
2016,Female,carpool,Kinsealy-Drinan,5-12,at primary school,230
2016,Female,carpool,Kinsealy-Drinan,13-18,at secondary school,74
2016,Female,carpool,Kinsealy-Drinan,19-66,at university,7
2016,Female,carpool,Passage West,15-66,working,66
2016,Female,carpool,Passage West,5-12,at primary school,270
2016,Female,carpool,Passage West,13-18,at secondary school,156
2016,Female,carpool,Passage West,19-66,at university,24
2016,Female,carpool,Roscommon,15-66,working,59
2016,Female,carpool,Roscommon,5-12,at primary school,269
2016,Female,carpool,Roscommon,13-18,at secondary school,162
2016,Female,carpool,Roscommon,19-66,at university,8
2016,Female,carpool,Kilcock,15-66,working,54
2016,Female,carpool,Kilcock,5-12,at primary school,255
2016,Female,carpool,Kilcock,13-18,at secondary school,77
2016,Female,carpool,Kilcock,19-66,at university,19
2016,Female,carpool,Roscrea,15-66,working,77
2016,Female,carpool,Roscrea,5-12,at primary school,221
2016,Female,carpool,Roscrea,13-18,at secondary school,113
2016,Female,carpool,Roscrea,19-66,at university,16
2016,Female,carpool,Tipperary,15-66,working,55
2016,Female,carpool,Tipperary,5-12,at primary school,156
2016,Female,carpool,Tipperary,13-18,at secondary school,72
2016,Female,carpool,Tipperary,19-66,at university,7
2016,Female,carpool,Sallins,15-66,working,52
2016,Female,carpool,Sallins,5-12,at primary school,175
2016,Female,carpool,Sallins,13-18,at secondary school,67
2016,Female,carpool,Sallins,19-66,at university,6
2016,Female,carpool,Loughrea,15-66,working,75
2016,Female,carpool,Loughrea,5-12,at primary school,162
2016,Female,carpool,Loughrea,13-18,at secondary school,78
2016,Female,carpool,Loughrea,19-66,at university,8
2016,Female,carpool,Blessington,15-66,working,45
2016,Female,carpool,Blessington,5-12,at primary school,287
2016,Female,carpool,Blessington,13-18,at secondary school,58
2016,Female,carpool,Blessington,19-66,at university,8
2016,Female,carpool,Ardee,15-66,working,43
2016,Female,carpool,Ardee,5-12,at primary school,135
2016,Female,carpool,Ardee,13-18,at secondary school,52
2016,Female,carpool,Ardee,19-66,at university,6
2016,Female,carpool,Carrickmacross,15-66,working,71
2016,Female,carpool,Carrickmacross,5-12,at primary school,152
2016,Female,carpool,Carrickmacross,13-18,at secondary school,64
2016,Female,carpool,Carrickmacross,19-66,at university,13
2016,Female,carpool,Kinsale,15-66,working,46
2016,Female,carpool,Kinsale,5-12,at primary school,172
2016,Female,carpool,Kinsale,13-18,at secondary school,60
2016,Female,carpool,Kinsale,19-66,at university,13
2016,Female,carpool,Ballybofey-Stranorlar,15-66,working,53
2016,Female,carpool,Ballybofey-Stranorlar,5-12,at primary school,163
2016,Female,carpool,Ballybofey-Stranorlar,13-18,at secondary school,97
2016,Female,carpool,Ballybofey-Stranorlar,19-66,at university,12
2016,Female,carpool,Listowel,15-66,working,33
2016,Female,carpool,Listowel,5-12,at primary school,190
2016,Female,carpool,Listowel,13-18,at secondary school,91
2016,Female,carpool,Listowel,19-66,at university,12
2016,Female,carpool,Oranmore,15-66,working,55
2016,Female,carpool,Oranmore,5-12,at primary school,224
2016,Female,carpool,Oranmore,13-18,at secondary school,54
2016,Female,carpool,Oranmore,19-66,at university,9
2016,Female,carpool,Mountmellick,15-66,working,36
2016,Female,carpool,Mountmellick,5-12,at primary school,182
2016,Female,carpool,Mountmellick,13-18,at secondary school,81
2016,Female,carpool,Mountmellick,19-66,at university,11
2016,Female,carpool,Clonakilty,15-66,working,44
2016,Female,carpool,Clonakilty,5-12,at primary school,192
2016,Female,carpool,Clonakilty,13-18,at secondary school,102
2016,Female,carpool,Clonakilty,19-66,at university,8
2016,Female,carpool,Carrigtwohill,15-66,working,59
2016,Female,carpool,Carrigtwohill,5-12,at primary school,237
2016,Female,carpool,Carrigtwohill,13-18,at secondary school,37
2016,Female,carpool,Carrigtwohill,19-66,at university,7
2016,Female,carpool,Cashel,15-66,working,58
2016,Female,carpool,Cashel,5-12,at primary school,139
2016,Female,carpool,Cashel,13-18,at secondary school,55
2016,Female,carpool,Cashel,19-66,at university,5
2016,Female,carpool,Kilcoole,15-66,working,46
2016,Female,carpool,Kilcoole,5-12,at primary school,164
2016,Female,carpool,Kilcoole,13-18,at secondary school,43
2016,Female,carpool,Kilcoole,19-66,at university,3
2016,Female,carpool,Duleek,15-66,working,52
2016,Female,carpool,Duleek,5-12,at primary school,155
2016,Female,carpool,Duleek,13-18,at secondary school,42
2016,Female,carpool,Duleek,19-66,at university,6
2016,Female,carpool,Carrick-on-Shannon,15-66,working,53
2016,Female,carpool,Carrick-on-Shannon,5-12,at primary school,130
2016,Female,carpool,Carrick-on-Shannon,13-18,at secondary school,51
2016,Female,carpool,Carrick-on-Shannon,19-66,at university,5
2016,Female,carpool,Tullow,15-66,working,115
2016,Female,carpool,Tullow,5-12,at primary school,191
2016,Female,carpool,Tullow,13-18,at secondary school,60
2016,Female,carpool,Tullow,19-66,at university,11
2016,Female,carpool,Athenry,15-66,working,46
2016,Female,carpool,Athenry,5-12,at primary school,213
2016,Female,carpool,Athenry,13-18,at secondary school,54
2016,Female,carpool,Athenry,19-66,at university,4
2016,Female,carpool,Dunshaughlin,15-66,working,30
2016,Female,carpool,Dunshaughlin,5-12,at primary school,80
2016,Female,carpool,Dunshaughlin,13-18,at secondary school,37
2016,Female,carpool,Dunshaughlin,19-66,at university,11
2016,Female,carpool,Macroom,15-66,working,30
2016,Female,carpool,Macroom,5-12,at primary school,147
2016,Female,carpool,Macroom,13-18,at secondary school,79
2016,Female,carpool,Macroom,19-66,at university,14
2016,Female,carpool,Monasterevin,15-66,working,40
2016,Female,carpool,Monasterevin,5-12,at primary school,155
2016,Female,carpool,Monasterevin,13-18,at secondary school,56
2016,Female,carpool,Monasterevin,19-66,at university,4
2016,Female,carpool,Mitchelstown,15-66,working,34
2016,Female,carpool,Mitchelstown,5-12,at primary school,121
2016,Female,carpool,Mitchelstown,13-18,at secondary school,58
2016,Female,carpool,Mitchelstown,19-66,at university,7
2016,Female,carpool,Rathluirc (or Charleville),15-66,working,50
2016,Female,carpool,Rathluirc (or Charleville),5-12,at primary school,124
2016,Female,carpool,Rathluirc (or Charleville),13-18,at secondary school,65
2016,Female,carpool,Rathluirc (or Charleville),19-66,at university,13
2016,Female,carpool,Castleblayney,15-66,working,63
2016,Female,carpool,Castleblayney,5-12,at primary school,110
2016,Female,carpool,Castleblayney,13-18,at secondary school,33
2016,Female,carpool,Castleblayney,19-66,at university,5
2016,Female,carpool,Cahir,15-66,working,84
2016,Female,carpool,Cahir,5-12,at primary school,110
2016,Female,carpool,Cahir,13-18,at secondary school,42
2016,Female,carpool,Cahir,19-66,at university,5
2016,Female,carpool,Kilcullen,15-66,working,22
2016,Female,carpool,Kilcullen,5-12,at primary school,107
2016,Female,carpool,Kilcullen,13-18,at secondary school,44
2016,Female,carpool,Kilcullen,19-66,at university,3
2016,Female,carpool,Rathcoole,15-66,working,41
2016,Female,carpool,Rathcoole,5-12,at primary school,75
2016,Female,carpool,Rathcoole,13-18,at secondary school,22
2016,Female,carpool,Rathcoole,19-66,at university,4
2016,Female,carpool,Claremorris,15-66,working,34
2016,Female,carpool,Claremorris,5-12,at primary school,94
2016,Female,carpool,Claremorris,13-18,at secondary school,101
2016,Female,carpool,Claremorris,19-66,at university,7
2016,Female,carpool,Bantry,15-66,working,41
2016,Female,carpool,Bantry,5-12,at primary school,72
2016,Female,carpool,Bantry,13-18,at secondary school,53
2016,Female,carpool,Bantry,19-66,at university,4
2016,Female,carpool,Tower,15-66,working,35
2016,Female,carpool,Tower,5-12,at primary school,185
2016,Female,carpool,Tower,13-18,at secondary school,137
2016,Female,carpool,Tower,19-66,at university,28
2016,Female,carpool,Clara,15-66,working,54
2016,Female,carpool,Clara,5-12,at primary school,148
2016,Female,carpool,Clara,13-18,at secondary school,66
2016,Female,carpool,Clara,19-66,at university,12
2016,Female,carpool,Stamullen,15-66,working,22
2016,Female,carpool,Stamullen,5-12,at primary school,170
2016,Female,carpool,Stamullen,13-18,at secondary school,61
2016,Female,carpool,Stamullen,19-66,at university,6
2016,Female,carpool,Kill,15-66,working,35
2016,Female,carpool,Kill,5-12,at primary school,105
2016,Female,carpool,Kill,13-18,at secondary school,30
2016,Female,carpool,Kill,19-66,at university,3
2016,Female,carpool,Rathnew,15-66,working,35
2016,Female,carpool,Rathnew,5-12,at primary school,215
2016,Female,carpool,Rathnew,13-18,at secondary school,59
2016,Female,carpool,Rathnew,19-66,at university,7
2016,Female,carpool,Muinebeag,15-66,working,26
2016,Female,carpool,Muinebeag,5-12,at primary school,84
2016,Female,carpool,Muinebeag,13-18,at secondary school,26
2016,Female,carpool,Muinebeag,19-66,at university,5
2016,Female,carpool,Enfield,15-66,working,26
2016,Female,carpool,Enfield,5-12,at primary school,70
2016,Female,carpool,Enfield,13-18,at secondary school,28
2016,Female,carpool,Enfield,19-66,at university,3
2016,Female,carpool,Courtown Harbour,15-66,working,36
2016,Female,carpool,Courtown Harbour,5-12,at primary school,108
2016,Female,carpool,Courtown Harbour,13-18,at secondary school,49
2016,Female,carpool,Courtown Harbour,19-66,at university,11
2016,Female,carpool,Annacotty,15-66,working,32
2016,Female,carpool,Annacotty,5-12,at primary school,172
2016,Female,carpool,Annacotty,13-18,at secondary school,37
2016,Female,carpool,Annacotty,19-66,at university,14
2016,Female,carpool,Moate,15-66,working,21
2016,Female,carpool,Moate,5-12,at primary school,97
2016,Female,carpool,Moate,13-18,at secondary school,44
2016,Female,carpool,Moate,19-66,at university,6
2016,Female,carpool,Ballinrobe,15-66,working,27
2016,Female,carpool,Ballinrobe,5-12,at primary school,104
2016,Female,carpool,Ballinrobe,13-18,at secondary school,45
2016,Female,carpool,Ballinrobe,19-66,at university,1
2016,Female,carpool,Kilrush,15-66,working,21
2016,Female,carpool,Kilrush,5-12,at primary school,70
2016,Female,carpool,Kilrush,13-18,at secondary school,36
2016,Female,carpool,Kilrush,19-66,at university,5
2016,Female,carpool,Skibbereen,15-66,working,35
2016,Female,carpool,Skibbereen,5-12,at primary school,110
2016,Female,carpool,Skibbereen,13-18,at secondary school,52
2016,Female,carpool,Skibbereen,19-66,at university,5
2016,Female,carpool,Kinnegad,15-66,working,22
2016,Female,carpool,Kinnegad,5-12,at primary school,93
2016,Female,carpool,Kinnegad,13-18,at secondary school,11
2016,Female,carpool,Kinnegad,19-66,at university,7
2016,Female,carpool,Newcastle,15-66,working,22
2016,Female,carpool,Newcastle,5-12,at primary school,119
2016,Female,carpool,Newcastle,13-18,at secondary school,57
2016,Female,carpool,Newcastle,19-66,at university,3
2016,Female,carpool,Gort,15-66,working,32
2016,Female,carpool,Gort,5-12,at primary school,98
2016,Female,carpool,Gort,13-18,at secondary school,44
2016,Female,carpool,Gort,19-66,at university,1
2016,Female,carpool,Donegal,15-66,working,37
2016,Female,carpool,Donegal,5-12,at primary school,75
2016,Female,carpool,Donegal,13-18,at secondary school,42
2016,Female,carpool,Donegal,19-66,at university,1
2016,Female,carpool,Boyle,15-66,working,17
2016,Female,carpool,Boyle,5-12,at primary school,77
2016,Female,carpool,Boyle,13-18,at secondary school,33
2016,Female,carpool,Boyle,19-66,at university,3
2016,Female,carpool,Ballyjamesduff,15-66,working,55
2016,Female,carpool,Ballyjamesduff,5-12,at primary school,77
2016,Female,carpool,Ballyjamesduff,13-18,at secondary school,34
2016,Female,carpool,Ballyjamesduff,19-66,at university,1
2016,Female,carpool,Carndonagh,15-66,working,30
2016,Female,carpool,Carndonagh,5-12,at primary school,114
2016,Female,carpool,Carndonagh,13-18,at secondary school,55
2016,Female,carpool,Carndonagh,19-66,at university,3
2016,Female,carpool,Bailieborough,15-66,working,27
2016,Female,carpool,Bailieborough,5-12,at primary school,103
2016,Female,carpool,Bailieborough,13-18,at secondary school,35
2016,Female,carpool,Bailieborough,19-66,at university,4
2016,Female,carpool,Castleisland,15-66,working,18
2016,Female,carpool,Castleisland,5-12,at primary school,82
2016,Female,carpool,Castleisland,13-18,at secondary school,42
2016,Female,carpool,Castleisland,19-66,at university,9
2016,Female,carpool,Sixmilebridge,15-66,working,54
2016,Female,carpool,Sixmilebridge,5-12,at primary school,119
2016,Female,carpool,Sixmilebridge,13-18,at secondary school,23
2016,Female,carpool,Sixmilebridge,19-66,at university,8
2016,Female,carpool,Ballyshannon,15-66,working,29
2016,Female,carpool,Ballyshannon,5-12,at primary school,62
2016,Female,carpool,Ballyshannon,13-18,at secondary school,31
2016,Female,carpool,Ballyshannon,19-66,at university,6
2016,Female,carpool,Ballina (North Tipperary),15-66,working,20
2016,Female,carpool,Ballina (North Tipperary),5-12,at primary school,112
2016,Female,carpool,Ballina (North Tipperary),13-18,at secondary school,63
2016,Female,carpool,Ballina (North Tipperary),19-66,at university,6
2016,Female,carpool,Blarney,15-66,working,30
2016,Female,carpool,Blarney,5-12,at primary school,102
2016,Female,carpool,Blarney,13-18,at secondary school,60
2016,Female,carpool,Blarney,19-66,at university,18
2016,Female,carpool,Newtownmountkennedy,15-66,working,25
2016,Female,carpool,Newtownmountkennedy,5-12,at primary school,117
2016,Female,carpool,Newtownmountkennedy,13-18,at secondary school,34
2016,Female,carpool,Newtownmountkennedy,19-66,at university,3
2016,Female,carpool,Athboy,15-66,working,29
2016,Female,carpool,Athboy,5-12,at primary school,90
2016,Female,carpool,Athboy,13-18,at secondary school,20
2016,Female,carpool,Athboy,19-66,at university,2
2016,Female,carpool,Rathangan,15-66,working,24
2016,Female,carpool,Rathangan,5-12,at primary school,119
2016,Female,carpool,Rathangan,13-18,at secondary school,44
2016,Female,carpool,Rathangan,19-66,at university,2
2016,Female,carpool,Callan,15-66,working,16
2016,Female,carpool,Callan,5-12,at primary school,70
2016,Female,carpool,Callan,13-18,at secondary school,30
2016,Female,carpool,Callan,19-66,at university,7
2016,Female,carpool,Kingscourt,15-66,working,19
2016,Female,carpool,Kingscourt,5-12,at primary school,113
2016,Female,carpool,Kingscourt,13-18,at secondary school,9
2016,Female,carpool,Kingscourt,19-66,at university,1
2016,Female,carpool,Ballyhaunis,15-66,working,37
2016,Female,carpool,Ballyhaunis,5-12,at primary school,103
2016,Female,carpool,Ballyhaunis,13-18,at secondary school,38
2016,Female,carpool,Ballyhaunis,19-66,at university,3
2016,Female,carpool,Virginia,15-66,working,29
2016,Female,carpool,Virginia,5-12,at primary school,69
2016,Female,carpool,Virginia,13-18,at secondary school,37
2016,Female,carpool,Virginia,19-66,at university,1
2016,Female,carpool,Thomastown,15-66,working,30
2016,Female,carpool,Thomastown,5-12,at primary school,70
2016,Female,carpool,Thomastown,13-18,at secondary school,32
2016,Female,carpool,Thomastown,19-66,at university,3
2016,Female,carpool,Kanturk,15-66,working,18
2016,Female,carpool,Kanturk,5-12,at primary school,83
2016,Female,carpool,Kanturk,13-18,at secondary school,31
2016,Female,carpool,Kanturk,19-66,at university,4
2016,Female,carpool,Prosperous,15-66,working,8
2016,Female,carpool,Prosperous,5-12,at primary school,69
2016,Female,carpool,Prosperous,13-18,at secondary school,50
2016,Female,carpool,Prosperous,19-66,at university,7
2016,Female,carpool,Kenmare,15-66,working,20
2016,Female,carpool,Kenmare,5-12,at primary school,79
2016,Female,carpool,Kenmare,13-18,at secondary school,45
2016,Female,carpool,Kenmare,19-66,at university,1
2016,Female,carpool,Saggart,15-66,working,36
2016,Female,carpool,Saggart,5-12,at primary school,96
2016,Female,carpool,Saggart,13-18,at secondary school,29
2016,Female,carpool,Saggart,19-66,at university,1
2016,Female,carpool,Bundoran,15-66,working,26
2016,Female,carpool,Bundoran,5-12,at primary school,53
2016,Female,carpool,Bundoran,13-18,at secondary school,36
2016,Female,carpool,Bundoran,19-66,at university,5
2016,Female,carpool,Cootehill,15-66,working,18
2016,Female,carpool,Cootehill,5-12,at primary school,39
2016,Female,carpool,Cootehill,13-18,at secondary school,24
2016,Female,carpool,Cootehill,19-66,at university,2
2016,Female,carpool,Crosshaven,15-66,working,23
2016,Female,carpool,Crosshaven,5-12,at primary school,112
2016,Female,carpool,Crosshaven,13-18,at secondary school,64
2016,Female,carpool,Crosshaven,19-66,at university,9
2016,Female,carpool,Killorglin,15-66,working,22
2016,Female,carpool,Killorglin,5-12,at primary school,75
2016,Female,carpool,Killorglin,13-18,at secondary school,39
2016,Female,carpool,Killorglin,19-66,at university,2
2016,Female,carpool,Templemore,15-66,working,11
2016,Female,carpool,Templemore,5-12,at primary school,59
2016,Female,carpool,Templemore,13-18,at secondary school,25
2016,Female,carpool,Templemore,19-66,at university,12
2016,Female,carpool,Baltinglass,15-66,working,17
2016,Female,carpool,Baltinglass,5-12,at primary school,42
2016,Female,carpool,Baltinglass,13-18,at secondary school,18
2016,Female,carpool,Baltinglass,19-66,at university,2
2016,Female,carpool,Clifden,15-66,working,9
2016,Female,carpool,Clifden,5-12,at primary school,44
2016,Female,carpool,Clifden,13-18,at secondary school,39
2016,Female,carpool,Clifden,19-66,at university,2
2016,Female,carpool,Bunclody-Carrickduff,15-66,working,20
2016,Female,carpool,Bunclody-Carrickduff,5-12,at primary school,59
2016,Female,carpool,Bunclody-Carrickduff,13-18,at secondary school,39
2016,Female,carpool,Bunclody-Carrickduff,19-66,at university,7
2016,Female,carpool,Abbeyfeale,15-66,working,13
2016,Female,carpool,Abbeyfeale,5-12,at primary school,59
2016,Female,carpool,Abbeyfeale,13-18,at secondary school,22
2016,Female,carpool,Abbeyfeale,19-66,at university,9
2016,Female,carpool,Clogherhead,15-66,working,24
2016,Female,carpool,Clogherhead,5-12,at primary school,61
2016,Female,carpool,Clogherhead,13-18,at secondary school,25
2016,Female,carpool,Clogherhead,19-66,at university,2
2016,Female,carpool,Castlerea,15-66,working,25
2016,Female,carpool,Castlerea,5-12,at primary school,47
2016,Female,carpool,Castlerea,13-18,at secondary school,25
2016,Female,carpool,Castlerea,19-66,at university,3
2016,Female,carpool,An Daingean,15-66,working,14
2016,Female,carpool,An Daingean,5-12,at primary school,45
2016,Female,carpool,An Daingean,13-18,at secondary school,26
2016,Female,carpool,An Daingean,19-66,at university,4
2016,Female,carpool,Castleconnell,15-66,working,21
2016,Female,carpool,Castleconnell,5-12,at primary school,102
2016,Female,carpool,Castleconnell,13-18,at secondary school,27
2016,Female,carpool,Castleconnell,19-66,at university,9
2016,Female,carpool,Bearna,15-66,working,20
2016,Female,carpool,Bearna,5-12,at primary school,95
2016,Female,carpool,Bearna,13-18,at secondary school,71
2016,Female,carpool,Bearna,19-66,at university,18
2016,Female,carpool,Balrothery,15-66,working,17
2016,Female,carpool,Balrothery,5-12,at primary school,98
2016,Female,carpool,Balrothery,13-18,at secondary school,52
2016,Female,carpool,Balrothery,19-66,at university,5
2016,Female,carpool,Abbeyleix,15-66,working,11
2016,Female,carpool,Abbeyleix,5-12,at primary school,74
2016,Female,carpool,Abbeyleix,13-18,at secondary school,19
2016,Female,carpool,Abbeyleix,19-66,at university,4
2016,Female,carpool,Ballaghaderreen,15-66,working,15
2016,Female,carpool,Ballaghaderreen,5-12,at primary school,73
2016,Female,carpool,Ballaghaderreen,13-18,at secondary school,22
2016,Female,carpool,Ballaghaderreen,19-66,at university,1
2016,Female,carpool,Enniskerry,15-66,working,9
2016,Female,carpool,Enniskerry,5-12,at primary school,99
2016,Female,carpool,Enniskerry,13-18,at secondary school,59
2016,Female,carpool,Enniskerry,19-66,at university,3
2016,Female,carpool,Newport,15-66,working,34
2016,Female,carpool,Newport,5-12,at primary school,106
2016,Female,carpool,Newport,13-18,at secondary school,30
2016,Female,carpool,Newport,19-66,at university,4
2016,Female,carpool,Dunleer,15-66,working,17
2016,Female,carpool,Dunleer,5-12,at primary school,70
2016,Female,carpool,Dunleer,13-18,at secondary school,25
2016,Female,carpool,Dunleer,19-66,at university,4
2016,Female,carpool,Newmarket-on-Fergus,15-66,working,28
2016,Female,carpool,Newmarket-on-Fergus,5-12,at primary school,42
2016,Female,carpool,Newmarket-on-Fergus,13-18,at secondary school,19
2016,Female,carpool,Newmarket-on-Fergus,19-66,at university,5
2016,Female,carpool,Clones,15-66,working,23
2016,Female,carpool,Clones,5-12,at primary school,40
2016,Female,carpool,Clones,13-18,at secondary school,21
2016,Female,carpool,Clones,19-66,at university,3
2016,Female,carpool,Tubbercurry,15-66,working,12
2016,Female,carpool,Tubbercurry,5-12,at primary school,93
2016,Female,carpool,Tubbercurry,13-18,at secondary school,33
2016,Female,carpool,Tubbercurry,19-66,at university,4
2016,Female,carpool,Edgeworthstown,15-66,working,27
2016,Female,carpool,Edgeworthstown,5-12,at primary school,60
2016,Female,carpool,Edgeworthstown,13-18,at secondary school,9
2016,Female,carpool,Edgeworthstown,19-66,at university,3
2016,Female,carpool,Ballivor,15-66,working,17
2016,Female,carpool,Ballivor,5-12,at primary school,83
2016,Female,carpool,Ballivor,13-18,at secondary school,21
2016,Female,carpool,Ballivor,19-66,at university,7
2016,Female,carpool,Castlebridge,15-66,working,18
2016,Female,carpool,Castlebridge,5-12,at primary school,94
2016,Female,carpool,Castlebridge,13-18,at secondary school,48
2016,Female,carpool,Castlebridge,19-66,at university,5
2016,Female,carpool,Portlaw,15-66,working,23
2016,Female,carpool,Portlaw,5-12,at primary school,39
2016,Female,carpool,Portlaw,13-18,at secondary school,8
