year,sex,means_of_travel,aggregate_town_or_rural_area,time_leaving_home,age,edu_level,value
2011,Female,train,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2011,Female,train,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,4
2011,Female,train,Aggregate Rural Area,Before 06:30,>=19,university,41
2011,Female,train,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,355
2011,Female,train,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Female,train,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,33
2011,Female,train,Aggregate Rural Area,06:30 - 07:00,>=19,university,103
2011,Female,train,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,360
2011,Female,train,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,3
2011,Female,train,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,80
2011,Female,train,Aggregate Rural Area,07:01 - 07:30,>=19,university,155
2011,Female,train,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,332
2011,Female,train,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,2
2011,Female,train,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,119
2011,Female,train,Aggregate Rural Area,07:31 - 08:00,>=19,university,187
2011,Female,train,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,133
2011,Female,train,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,2
2011,Female,train,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,79
2011,Female,train,Aggregate Rural Area,08:01 - 08:30,>=19,university,183
2011,Female,train,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,32
2011,Female,train,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,9
2011,Female,train,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,44
2011,Female,train,Aggregate Rural Area,08:31 - 09:00,>=19,university,119
2011,Female,train,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,23
2011,Female,train,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,10
2011,Female,train,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,13
2011,Female,train,Aggregate Rural Area,09:01 - 09:30,>=19,university,46
2011,Female,train,Aggregate Rural Area,After 09:30,>=15,junior-cert,23
2011,Female,train,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2011,Female,train,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,11
2011,Female,train,Aggregate Rural Area,After 09:30,>=19,university,72
2011,Female,train,Aggregate Rural Area,na,>=15,junior-cert,7
2011,Female,train,Aggregate Rural Area,na,5 to 12,primary-school,1
2011,Female,train,Aggregate Rural Area,na,13 to 18,leaving-cert,2
2011,Female,train,Aggregate Rural Area,na,>=19,university,8
2011,Female,motorbike,Aggregate Town Area,Before 06:30,>=15,junior-cert,31
2011,Female,motorbike,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,1
2011,Female,motorbike,Aggregate Town Area,Before 06:30,>=19,university,0
2011,Female,motorbike,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,61
2011,Female,motorbike,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,0
2011,Female,motorbike,Aggregate Town Area,06:30 - 07:00,>=19,university,3
2011,Female,motorbike,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,70
2011,Female,motorbike,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,1
2011,Female,motorbike,Aggregate Town Area,07:01 - 07:30,>=19,university,9
2011,Female,motorbike,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,144
2011,Female,motorbike,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,4
2011,Female,motorbike,Aggregate Town Area,07:31 - 08:00,>=19,university,12
2011,Female,motorbike,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,179
2011,Female,motorbike,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,15
2011,Female,motorbike,Aggregate Town Area,08:01 - 08:30,>=19,university,23
2011,Female,motorbike,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,159
2011,Female,motorbike,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,8
2011,Female,motorbike,Aggregate Town Area,08:31 - 09:00,>=19,university,17
2011,Female,motorbike,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,65
2011,Female,motorbike,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,1
2011,Female,motorbike,Aggregate Town Area,09:01 - 09:30,>=19,university,12
2011,Female,motorbike,Aggregate Town Area,After 09:30,>=15,junior-cert,85
2011,Female,motorbike,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,0
2011,Female,motorbike,Aggregate Town Area,After 09:30,>=19,university,16
2011,Female,motorbike,Aggregate Town Area,na,>=15,junior-cert,7
2011,Female,motorbike,Aggregate Town Area,na,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Town Area,na,13 to 18,leaving-cert,1
2011,Female,motorbike,Aggregate Town Area,na,>=19,university,1
2011,Female,motorbike,Aggregate Rural Area,Before 06:30,>=15,junior-cert,9
2011,Female,motorbike,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,0
2011,Female,motorbike,Aggregate Rural Area,Before 06:30,>=19,university,1
2011,Female,motorbike,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,19
2011,Female,motorbike,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,0
2011,Female,motorbike,Aggregate Rural Area,06:30 - 07:00,>=19,university,3
2011,Female,motorbike,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,40
2011,Female,motorbike,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,1
2011,Female,motorbike,Aggregate Rural Area,07:01 - 07:30,>=19,university,2
2011,Female,motorbike,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,45
2011,Female,motorbike,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,2
2011,Female,motorbike,Aggregate Rural Area,07:31 - 08:00,>=19,university,10
2011,Female,motorbike,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,59
2011,Female,motorbike,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,10
2011,Female,motorbike,Aggregate Rural Area,08:01 - 08:30,>=19,university,6
2011,Female,motorbike,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,66
2011,Female,motorbike,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,10
2011,Female,motorbike,Aggregate Rural Area,08:31 - 09:00,>=19,university,7
2011,Female,motorbike,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,28
2011,Female,motorbike,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,1
2011,Female,motorbike,Aggregate Rural Area,09:01 - 09:30,>=19,university,2
2011,Female,motorbike,Aggregate Rural Area,After 09:30,>=15,junior-cert,41
2011,Female,motorbike,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,0
2011,Female,motorbike,Aggregate Rural Area,After 09:30,>=19,university,1
2011,Female,motorbike,Aggregate Rural Area,na,>=15,junior-cert,3
2011,Female,motorbike,Aggregate Rural Area,na,5 to 12,primary-school,0
2011,Female,motorbike,Aggregate Rural Area,na,13 to 18,leaving-cert,0
2011,Female,motorbike,Aggregate Rural Area,na,>=19,university,2
2011,Female,car,Aggregate Town Area,Before 06:30,>=15,junior-cert,12617
2011,Female,car,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,0
2011,Female,car,Aggregate Town Area,Before 06:30,>=19,university,158
2011,Female,car,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,21156
2011,Female,car,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,9
2011,Female,car,Aggregate Town Area,06:30 - 07:00,>=19,university,534
2011,Female,car,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,32510
2011,Female,car,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,35
2011,Female,car,Aggregate Town Area,07:01 - 07:30,>=19,university,1070
2011,Female,car,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,53619
2011,Female,car,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,146
2011,Female,car,Aggregate Town Area,07:31 - 08:00,>=19,university,2331
2011,Female,car,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,70190
2011,Female,car,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,447
2011,Female,car,Aggregate Town Area,08:01 - 08:30,>=19,university,4234
2011,Female,car,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,62049
2011,Female,car,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,378
2011,Female,car,Aggregate Town Area,08:31 - 09:00,>=19,university,4148
2011,Female,car,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,24018
2011,Female,car,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,56
2011,Female,car,Aggregate Town Area,09:01 - 09:30,>=19,university,1716
2011,Female,car,Aggregate Town Area,After 09:30,>=15,junior-cert,33243
2011,Female,car,Aggregate Town Area,After 09:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,44
2011,Female,car,Aggregate Town Area,After 09:30,>=19,university,2010
2011,Female,car,Aggregate Town Area,na,>=15,junior-cert,2383
2011,Female,car,Aggregate Town Area,na,5 to 12,primary-school,0
2011,Female,car,Aggregate Town Area,na,13 to 18,leaving-cert,4
2011,Female,car,Aggregate Town Area,na,>=19,university,135
2011,Female,car,Aggregate Rural Area,Before 06:30,>=15,junior-cert,8209
2011,Female,car,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,8
2011,Female,car,Aggregate Rural Area,Before 06:30,>=19,university,160
2011,Female,car,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,14746
2011,Female,car,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,21
2011,Female,car,Aggregate Rural Area,06:30 - 07:00,>=19,university,593
2011,Female,car,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,23642
2011,Female,car,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,52
2011,Female,car,Aggregate Rural Area,07:01 - 07:30,>=19,university,1104
2011,Female,car,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,35319
2011,Female,car,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,192
2011,Female,car,Aggregate Rural Area,07:31 - 08:00,>=19,university,2268
2011,Female,car,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,50560
2011,Female,car,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,586
2011,Female,car,Aggregate Rural Area,08:01 - 08:30,>=19,university,3472
2011,Female,car,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,55465
2011,Female,car,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,650
2011,Female,car,Aggregate Rural Area,08:31 - 09:00,>=19,university,3150
2011,Female,car,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,24647
2011,Female,car,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,72
2011,Female,car,Aggregate Rural Area,09:01 - 09:30,>=19,university,1307
2011,Female,car,Aggregate Rural Area,After 09:30,>=15,junior-cert,25482
2011,Female,car,Aggregate Rural Area,After 09:30,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,42
2011,Female,car,Aggregate Rural Area,After 09:30,>=19,university,1042
2011,Female,car,Aggregate Rural Area,na,>=15,junior-cert,1783
2011,Female,car,Aggregate Rural Area,na,5 to 12,primary-school,0
2011,Female,car,Aggregate Rural Area,na,13 to 18,leaving-cert,13
2011,Female,car,Aggregate Rural Area,na,>=19,university,148
2011,Female,carpool,Aggregate Town Area,Before 06:30,>=15,junior-cert,1977
2011,Female,carpool,Aggregate Town Area,Before 06:30,5 to 12,primary-school,40
2011,Female,carpool,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,26
2011,Female,carpool,Aggregate Town Area,Before 06:30,>=19,university,26
2011,Female,carpool,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,2793
2011,Female,carpool,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,169
2011,Female,carpool,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,102
2011,Female,carpool,Aggregate Town Area,06:30 - 07:00,>=19,university,107
2011,Female,carpool,Aggregate Town Area,07:01 - 07:30,>=15,junior-cert,3846
2011,Female,carpool,Aggregate Town Area,07:01 - 07:30,5 to 12,primary-school,650
2011,Female,carpool,Aggregate Town Area,07:01 - 07:30,13 to 18,leaving-cert,619
2011,Female,carpool,Aggregate Town Area,07:01 - 07:30,>=19,university,238
2011,Female,carpool,Aggregate Town Area,07:31 - 08:00,>=15,junior-cert,5560
2011,Female,carpool,Aggregate Town Area,07:31 - 08:00,5 to 12,primary-school,3402
2011,Female,carpool,Aggregate Town Area,07:31 - 08:00,13 to 18,leaving-cert,4416
2011,Female,carpool,Aggregate Town Area,07:31 - 08:00,>=19,university,652
2011,Female,carpool,Aggregate Town Area,08:01 - 08:30,>=15,junior-cert,4901
2011,Female,carpool,Aggregate Town Area,08:01 - 08:30,5 to 12,primary-school,21357
2011,Female,carpool,Aggregate Town Area,08:01 - 08:30,13 to 18,leaving-cert,16237
2011,Female,carpool,Aggregate Town Area,08:01 - 08:30,>=19,university,1459
2011,Female,carpool,Aggregate Town Area,08:31 - 09:00,>=15,junior-cert,4400
2011,Female,carpool,Aggregate Town Area,08:31 - 09:00,5 to 12,primary-school,41047
2011,Female,carpool,Aggregate Town Area,08:31 - 09:00,13 to 18,leaving-cert,11792
2011,Female,carpool,Aggregate Town Area,08:31 - 09:00,>=19,university,1467
2011,Female,carpool,Aggregate Town Area,09:01 - 09:30,>=15,junior-cert,2013
2011,Female,carpool,Aggregate Town Area,09:01 - 09:30,5 to 12,primary-school,9659
2011,Female,carpool,Aggregate Town Area,09:01 - 09:30,13 to 18,leaving-cert,538
2011,Female,carpool,Aggregate Town Area,09:01 - 09:30,>=19,university,549
2011,Female,carpool,Aggregate Town Area,After 09:30,>=15,junior-cert,4953
2011,Female,carpool,Aggregate Town Area,After 09:30,5 to 12,primary-school,95
2011,Female,carpool,Aggregate Town Area,After 09:30,13 to 18,leaving-cert,123
2011,Female,carpool,Aggregate Town Area,After 09:30,>=19,university,521
2011,Female,carpool,Aggregate Town Area,na,>=15,junior-cert,326
2011,Female,carpool,Aggregate Town Area,na,5 to 12,primary-school,346
2011,Female,carpool,Aggregate Town Area,na,13 to 18,leaving-cert,102
2011,Female,carpool,Aggregate Town Area,na,>=19,university,28
2011,Female,carpool,Aggregate Rural Area,Before 06:30,>=15,junior-cert,461
2011,Female,carpool,Aggregate Rural Area,Before 06:30,5 to 12,primary-school,27
2011,Female,carpool,Aggregate Rural Area,Before 06:30,13 to 18,leaving-cert,28
2011,Female,carpool,Aggregate Rural Area,Before 06:30,>=19,university,26
2011,Female,carpool,Aggregate Rural Area,06:30 - 07:00,>=15,junior-cert,834
2011,Female,carpool,Aggregate Rural Area,06:30 - 07:00,5 to 12,primary-school,72
2011,Female,carpool,Aggregate Rural Area,06:30 - 07:00,13 to 18,leaving-cert,81
2011,Female,carpool,Aggregate Rural Area,06:30 - 07:00,>=19,university,80
2011,Female,carpool,Aggregate Rural Area,07:01 - 07:30,>=15,junior-cert,1334
2011,Female,carpool,Aggregate Rural Area,07:01 - 07:30,5 to 12,primary-school,395
2011,Female,carpool,Aggregate Rural Area,07:01 - 07:30,13 to 18,leaving-cert,433
2011,Female,carpool,Aggregate Rural Area,07:01 - 07:30,>=19,university,235
2011,Female,carpool,Aggregate Rural Area,07:31 - 08:00,>=15,junior-cert,2163
2011,Female,carpool,Aggregate Rural Area,07:31 - 08:00,5 to 12,primary-school,1478
2011,Female,carpool,Aggregate Rural Area,07:31 - 08:00,13 to 18,leaving-cert,2829
2011,Female,carpool,Aggregate Rural Area,07:31 - 08:00,>=19,university,609
2011,Female,carpool,Aggregate Rural Area,08:01 - 08:30,>=15,junior-cert,2121
2011,Female,carpool,Aggregate Rural Area,08:01 - 08:30,5 to 12,primary-school,7015
2011,Female,carpool,Aggregate Rural Area,08:01 - 08:30,13 to 18,leaving-cert,12536
2011,Female,carpool,Aggregate Rural Area,08:01 - 08:30,>=19,university,1104
2011,Female,carpool,Aggregate Rural Area,08:31 - 09:00,>=15,junior-cert,2280
2011,Female,carpool,Aggregate Rural Area,08:31 - 09:00,5 to 12,primary-school,27073
2011,Female,carpool,Aggregate Rural Area,08:31 - 09:00,13 to 18,leaving-cert,13720
2011,Female,carpool,Aggregate Rural Area,08:31 - 09:00,>=19,university,1026
2011,Female,carpool,Aggregate Rural Area,09:01 - 09:30,>=15,junior-cert,1094
2011,Female,carpool,Aggregate Rural Area,09:01 - 09:30,5 to 12,primary-school,32692
2011,Female,carpool,Aggregate Rural Area,09:01 - 09:30,13 to 18,leaving-cert,989
2011,Female,carpool,Aggregate Rural Area,09:01 - 09:30,>=19,university,374
2011,Female,carpool,Aggregate Rural Area,After 09:30,>=15,junior-cert,2133
2011,Female,carpool,Aggregate Rural Area,After 09:30,5 to 12,primary-school,113
2011,Female,carpool,Aggregate Rural Area,After 09:30,13 to 18,leaving-cert,91
2011,Female,carpool,Aggregate Rural Area,After 09:30,>=19,university,258
2011,Female,carpool,Aggregate Rural Area,na,>=15,junior-cert,157
2011,Female,carpool,Aggregate Rural Area,na,5 to 12,primary-school,263
2011,Female,carpool,Aggregate Rural Area,na,13 to 18,leaving-cert,95
2011,Female,carpool,Aggregate Rural Area,na,>=19,university,36
2011,Female,truck,Aggregate Town Area,Before 06:30,>=15,junior-cert,92
2011,Female,truck,Aggregate Town Area,Before 06:30,5 to 12,primary-school,0
2011,Female,truck,Aggregate Town Area,Before 06:30,13 to 18,leaving-cert,2
2011,Female,truck,Aggregate Town Area,Before 06:30,>=19,university,2
2011,Female,truck,Aggregate Town Area,06:30 - 07:00,>=15,junior-cert,124
2011,Female,truck,Aggregate Town Area,06:30 - 07:00,5 to 12,primary-school,2
2011,Female,truck,Aggregate Town Area,06:30 - 07:00,13 to 18,leaving-cert,1
2011,Female,truck,Aggregate Town Area,06:30 - 07:00,>=19,university,1
