year,sex,home,travelling_time,age_range,edu_status,value
2011,Male,Waterford City and County,1.3,19-66,at university,44
2011,Male,Galway City,0.125,15-66,working,4694
2011,Male,Galway City,0.125,5-12,at primary school,1441
2011,Male,Galway City,0.125,13-18,at secondary school,512
2011,Male,Galway City,0.125,19-66,at university,1258
2011,Male,Galway City,0.275,15-66,working,5374
2011,Male,Galway City,0.275,5-12,at primary school,1079
2011,Male,Galway City,0.275,13-18,at secondary school,958
2011,Male,Galway City,0.275,19-66,at university,1393
2011,Male,Galway City,0.375,15-66,working,1958
2011,Male,Galway City,0.375,5-12,at primary school,319
2011,Male,Galway City,0.375,13-18,at secondary school,387
2011,Male,Galway City,0.375,19-66,at university,325
2011,Male,Galway City,0.525,15-66,working,388
2011,Male,Galway City,0.525,5-12,at primary school,40
2011,Male,Galway City,0.525,13-18,at secondary school,49
2011,Male,Galway City,0.525,19-66,at university,62
2011,Male,Galway City,1.25,15-66,working,457
2011,Male,Galway City,1.25,5-12,at primary school,16
2011,Male,Galway City,1.25,13-18,at secondary school,26
2011,Male,Galway City,1.25,19-66,at university,48
2011,Male,Galway City,1.3,15-66,working,230
2011,Male,Galway City,1.3,5-12,at primary school,5
2011,Male,Galway City,1.3,13-18,at secondary school,2
2011,Male,Galway City,1.3,19-66,at university,19
2011,Male,Galway County,0.125,15-66,working,7220
2011,Male,Galway County,0.125,5-12,at primary school,8030
2011,Male,Galway County,0.125,13-18,at secondary school,2375
2011,Male,Galway County,0.125,19-66,at university,645
2011,Male,Galway County,0.275,15-66,working,8227
2011,Male,Galway County,0.275,5-12,at primary school,1693
2011,Male,Galway County,0.275,13-18,at secondary school,2316
2011,Male,Galway County,0.275,19-66,at university,668
2011,Male,Galway County,0.375,15-66,working,7894
2011,Male,Galway County,0.375,5-12,at primary school,395
2011,Male,Galway County,0.375,13-18,at secondary school,1361
2011,Male,Galway County,0.375,19-66,at university,719
2011,Male,Galway County,0.525,15-66,working,2514
2011,Male,Galway County,0.525,5-12,at primary school,71
2011,Male,Galway County,0.525,13-18,at secondary school,270
2011,Male,Galway County,0.525,19-66,at university,316
2011,Male,Galway County,1.25,15-66,working,2411
2011,Male,Galway County,1.25,5-12,at primary school,50
2011,Male,Galway County,1.25,13-18,at secondary school,175
2011,Male,Galway County,1.25,19-66,at university,311
2011,Male,Galway County,1.3,15-66,working,1062
2011,Male,Galway County,1.3,5-12,at primary school,16
2011,Male,Galway County,1.3,13-18,at secondary school,32
2011,Male,Galway County,1.3,19-66,at university,100
2011,Male,Leitrim,0.125,15-66,working,1460
2011,Male,Leitrim,0.125,5-12,at primary school,1294
2011,Male,Leitrim,0.125,13-18,at secondary school,557
2011,Male,Leitrim,0.125,19-66,at university,125
2011,Male,Leitrim,0.275,15-66,working,1453
2011,Male,Leitrim,0.275,5-12,at primary school,412
2011,Male,Leitrim,0.275,13-18,at secondary school,324
2011,Male,Leitrim,0.275,19-66,at university,128
2011,Male,Leitrim,0.375,15-66,working,1048
2011,Male,Leitrim,0.375,5-12,at primary school,78
2011,Male,Leitrim,0.375,13-18,at secondary school,161
2011,Male,Leitrim,0.375,19-66,at university,71
2011,Male,Leitrim,0.525,15-66,working,300
2011,Male,Leitrim,0.525,5-12,at primary school,9
2011,Male,Leitrim,0.525,13-18,at secondary school,39
2011,Male,Leitrim,0.525,19-66,at university,29
2011,Male,Leitrim,1.25,15-66,working,278
2011,Male,Leitrim,1.25,5-12,at primary school,7
2011,Male,Leitrim,1.25,13-18,at secondary school,40
2011,Male,Leitrim,1.25,19-66,at university,44
2011,Male,Leitrim,1.3,15-66,working,280
2011,Male,Leitrim,1.3,5-12,at primary school,3
2011,Male,Leitrim,1.3,13-18,at secondary school,1
2011,Male,Leitrim,1.3,19-66,at university,31
2011,Male,Mayo,0.125,15-66,working,8096
2011,Male,Mayo,0.125,5-12,at primary school,5361
2011,Male,Mayo,0.125,13-18,at secondary school,2299
2011,Male,Mayo,0.125,19-66,at university,784
2011,Male,Mayo,0.275,15-66,working,5934
2011,Male,Mayo,0.275,5-12,at primary school,1286
2011,Male,Mayo,0.275,13-18,at secondary school,1670
2011,Male,Mayo,0.275,19-66,at university,596
2011,Male,Mayo,0.375,15-66,working,3364
2011,Male,Mayo,0.375,5-12,at primary school,229
2011,Male,Mayo,0.375,13-18,at secondary school,683
2011,Male,Mayo,0.375,19-66,at university,235
2011,Male,Mayo,0.525,15-66,working,1097
2011,Male,Mayo,0.525,5-12,at primary school,21
2011,Male,Mayo,0.525,13-18,at secondary school,164
2011,Male,Mayo,0.525,19-66,at university,98
2011,Male,Mayo,1.25,15-66,working,1482
2011,Male,Mayo,1.25,5-12,at primary school,24
2011,Male,Mayo,1.25,13-18,at secondary school,106
2011,Male,Mayo,1.25,19-66,at university,160
2011,Male,Mayo,1.3,15-66,working,701
2011,Male,Mayo,1.3,5-12,at primary school,10
2011,Male,Mayo,1.3,13-18,at secondary school,26
2011,Male,Mayo,1.3,19-66,at university,103
2011,Male,Roscommon,0.125,15-66,working,3470
2011,Male,Roscommon,0.125,5-12,at primary school,2629
2011,Male,Roscommon,0.125,13-18,at secondary school,931
2011,Male,Roscommon,0.125,19-66,at university,308
2011,Male,Roscommon,0.275,15-66,working,3149
2011,Male,Roscommon,0.275,5-12,at primary school,675
2011,Male,Roscommon,0.275,13-18,at secondary school,817
2011,Male,Roscommon,0.275,19-66,at university,266
2011,Male,Roscommon,0.375,15-66,working,1840
2011,Male,Roscommon,0.375,5-12,at primary school,125
2011,Male,Roscommon,0.375,13-18,at secondary school,375
2011,Male,Roscommon,0.375,19-66,at university,139
2011,Male,Roscommon,0.525,15-66,working,552
2011,Male,Roscommon,0.525,5-12,at primary school,15
2011,Male,Roscommon,0.525,13-18,at secondary school,85
2011,Male,Roscommon,0.525,19-66,at university,54
2011,Male,Roscommon,1.25,15-66,working,753
2011,Male,Roscommon,1.25,5-12,at primary school,11
2011,Male,Roscommon,1.25,13-18,at secondary school,41
2011,Male,Roscommon,1.25,19-66,at university,84
2011,Male,Roscommon,1.3,15-66,working,586
2011,Male,Roscommon,1.3,5-12,at primary school,6
2011,Male,Roscommon,1.3,13-18,at secondary school,9
2011,Male,Roscommon,1.3,19-66,at university,45
2011,Male,Sligo,0.125,15-66,working,3720
2011,Male,Sligo,0.125,5-12,at primary school,2452
2011,Male,Sligo,0.125,13-18,at secondary school,1031
2011,Male,Sligo,0.125,19-66,at university,530
2011,Male,Sligo,0.275,15-66,working,3792
2011,Male,Sligo,0.275,5-12,at primary school,643
2011,Male,Sligo,0.275,13-18,at secondary school,914
2011,Male,Sligo,0.275,19-66,at university,496
2011,Male,Sligo,0.375,15-66,working,1796
2011,Male,Sligo,0.375,5-12,at primary school,157
2011,Male,Sligo,0.375,13-18,at secondary school,321
2011,Male,Sligo,0.375,19-66,at university,179
2011,Male,Sligo,0.525,15-66,working,442
2011,Male,Sligo,0.525,5-12,at primary school,17
2011,Male,Sligo,0.525,13-18,at secondary school,89
2011,Male,Sligo,0.525,19-66,at university,37
2011,Male,Sligo,1.25,15-66,working,459
2011,Male,Sligo,1.25,5-12,at primary school,7
2011,Male,Sligo,1.25,13-18,at secondary school,30
2011,Male,Sligo,1.25,19-66,at university,22
2011,Male,Sligo,1.3,15-66,working,347
2011,Male,Sligo,1.3,5-12,at primary school,3
2011,Male,Sligo,1.3,13-18,at secondary school,6
2011,Male,Sligo,1.3,19-66,at university,27
2011,Male,Cavan,0.125,15-66,working,4204
2011,Male,Cavan,0.125,5-12,at primary school,3255
2011,Male,Cavan,0.125,13-18,at secondary school,1011
2011,Male,Cavan,0.125,19-66,at university,282
2011,Male,Cavan,0.275,15-66,working,3103
2011,Male,Cavan,0.275,5-12,at primary school,825
2011,Male,Cavan,0.275,13-18,at secondary school,980
2011,Male,Cavan,0.275,19-66,at university,203
2011,Male,Cavan,0.375,15-66,working,1987
2011,Male,Cavan,0.375,5-12,at primary school,178
2011,Male,Cavan,0.375,13-18,at secondary school,589
2011,Male,Cavan,0.375,19-66,at university,135
2011,Male,Cavan,0.525,15-66,working,566
2011,Male,Cavan,0.525,5-12,at primary school,36
2011,Male,Cavan,0.525,13-18,at secondary school,149
2011,Male,Cavan,0.525,19-66,at university,52
2011,Male,Cavan,1.25,15-66,working,1051
2011,Male,Cavan,1.25,5-12,at primary school,20
2011,Male,Cavan,1.25,13-18,at secondary school,78
2011,Male,Cavan,1.25,19-66,at university,81
2011,Male,Cavan,1.3,15-66,working,819
2011,Male,Cavan,1.3,5-12,at primary school,4
2011,Male,Cavan,1.3,13-18,at secondary school,18
2011,Male,Cavan,1.3,19-66,at university,92
2011,Male,Donegal,0.125,15-66,working,9141
2011,Male,Donegal,0.125,5-12,at primary school,6875
2011,Male,Donegal,0.125,13-18,at secondary school,2533
2011,Male,Donegal,0.125,19-66,at university,676
2011,Male,Donegal,0.275,15-66,working,6561
2011,Male,Donegal,0.275,5-12,at primary school,2040
2011,Male,Donegal,0.275,13-18,at secondary school,2382
2011,Male,Donegal,0.275,19-66,at university,622
2011,Male,Donegal,0.375,15-66,working,3705
2011,Male,Donegal,0.375,5-12,at primary school,401
2011,Male,Donegal,0.375,13-18,at secondary school,958
2011,Male,Donegal,0.375,19-66,at university,448
2011,Male,Donegal,0.525,15-66,working,1173
2011,Male,Donegal,0.525,5-12,at primary school,61
2011,Male,Donegal,0.525,13-18,at secondary school,196
2011,Male,Donegal,0.525,19-66,at university,210
2011,Male,Donegal,1.25,15-66,working,1141
2011,Male,Donegal,1.25,5-12,at primary school,39
2011,Male,Donegal,1.25,13-18,at secondary school,93
2011,Male,Donegal,1.25,19-66,at university,216
2011,Male,Donegal,1.3,15-66,working,790
2011,Male,Donegal,1.3,5-12,at primary school,10
2011,Male,Donegal,1.3,13-18,at secondary school,37
2011,Male,Donegal,1.3,19-66,at university,88
2011,Male,Monaghan,0.125,15-66,working,3854
2011,Male,Monaghan,0.125,5-12,at primary school,2381
2011,Male,Monaghan,0.125,13-18,at secondary school,971
2011,Male,Monaghan,0.125,19-66,at university,253
2011,Male,Monaghan,0.275,15-66,working,2933
2011,Male,Monaghan,0.275,5-12,at primary school,773
2011,Male,Monaghan,0.275,13-18,at secondary school,921
2011,Male,Monaghan,0.275,19-66,at university,216
2011,Male,Monaghan,0.375,15-66,working,1513
2011,Male,Monaghan,0.375,5-12,at primary school,171
2011,Male,Monaghan,0.375,13-18,at secondary school,371
2011,Male,Monaghan,0.375,19-66,at university,187
2011,Male,Monaghan,0.525,15-66,working,441
2011,Male,Monaghan,0.525,5-12,at primary school,26
2011,Male,Monaghan,0.525,13-18,at secondary school,79
2011,Male,Monaghan,0.525,19-66,at university,84
2011,Male,Monaghan,1.25,15-66,working,633
2011,Male,Monaghan,1.25,5-12,at primary school,11
2011,Male,Monaghan,1.25,13-18,at secondary school,36
2011,Male,Monaghan,1.25,19-66,at university,80
2011,Male,Monaghan,1.3,15-66,working,481
2011,Male,Monaghan,1.3,5-12,at primary school,4
2011,Male,Monaghan,1.3,13-18,at secondary school,13
2011,Male,Monaghan,1.3,19-66,at university,85
2011,Female,Carlow,0.125,15-66,working,2852
2011,Female,Carlow,0.125,5-12,at primary school,2192
2011,Female,Carlow,0.125,13-18,at secondary school,829
2011,Female,Carlow,0.125,19-66,at university,395
2011,Female,Carlow,0.275,15-66,working,2514
2011,Female,Carlow,0.275,5-12,at primary school,634
2011,Female,Carlow,0.275,13-18,at secondary school,692
2011,Female,Carlow,0.275,19-66,at university,398
2011,Female,Carlow,0.375,15-66,working,1377
2011,Female,Carlow,0.375,5-12,at primary school,91
2011,Female,Carlow,0.375,13-18,at secondary school,205
2011,Female,Carlow,0.375,19-66,at university,164
2011,Female,Carlow,0.525,15-66,working,522
2011,Female,Carlow,0.525,5-12,at primary school,17
2011,Female,Carlow,0.525,13-18,at secondary school,33
2011,Female,Carlow,0.525,19-66,at university,38
2011,Female,Carlow,1.25,15-66,working,505
2011,Female,Carlow,1.25,5-12,at primary school,10
2011,Female,Carlow,1.25,13-18,at secondary school,17
2011,Female,Carlow,1.25,19-66,at university,54
2011,Female,Carlow,1.3,15-66,working,263
2011,Female,Carlow,1.3,5-12,at primary school,0
2011,Female,Carlow,1.3,13-18,at secondary school,8
2011,Female,Carlow,1.3,19-66,at university,51
2011,Female,Dublin City,0.125,15-66,working,18248
2011,Female,Dublin City,0.125,5-12,at primary school,10144
2011,Female,Dublin City,0.125,13-18,at secondary school,3936
2011,Female,Dublin City,0.125,19-66,at university,2506
2011,Female,Dublin City,0.275,15-66,working,38152
2011,Female,Dublin City,0.275,5-12,at primary school,6268
2011,Female,Dublin City,0.275,13-18,at secondary school,6193
2011,Female,Dublin City,0.275,19-66,at university,5099
2011,Female,Dublin City,0.375,15-66,working,28827
2011,Female,Dublin City,0.375,5-12,at primary school,1170
2011,Female,Dublin City,0.375,13-18,at secondary school,2343
2011,Female,Dublin City,0.375,19-66,at university,4062
2011,Female,Dublin City,0.525,15-66,working,9277
2011,Female,Dublin City,0.525,5-12,at primary school,141
2011,Female,Dublin City,0.525,13-18,at secondary school,386
2011,Female,Dublin City,0.525,19-66,at university,1227
2011,Female,Dublin City,1.25,15-66,working,5569
2011,Female,Dublin City,1.25,5-12,at primary school,109
2011,Female,Dublin City,1.25,13-18,at secondary school,268
2011,Female,Dublin City,1.25,19-66,at university,1215
2011,Female,Dublin City,1.3,15-66,working,959
2011,Female,Dublin City,1.3,5-12,at primary school,19
2011,Female,Dublin City,1.3,13-18,at secondary school,72
2011,Female,Dublin City,1.3,19-66,at university,406
2011,Female,Dún Laoghaire-Rathdown,0.125,15-66,working,7233
2011,Female,Dún Laoghaire-Rathdown,0.125,5-12,at primary school,5278
2011,Female,Dún Laoghaire-Rathdown,0.125,13-18,at secondary school,2097
2011,Female,Dún Laoghaire-Rathdown,0.125,19-66,at university,964
2011,Female,Dún Laoghaire-Rathdown,0.275,15-66,working,13474
2011,Female,Dún Laoghaire-Rathdown,0.275,5-12,at primary school,3090
2011,Female,Dún Laoghaire-Rathdown,0.275,13-18,at secondary school,2949
2011,Female,Dún Laoghaire-Rathdown,0.275,19-66,at university,1925
2011,Female,Dún Laoghaire-Rathdown,0.375,15-66,working,10544
2011,Female,Dún Laoghaire-Rathdown,0.375,5-12,at primary school,571
2011,Female,Dún Laoghaire-Rathdown,0.375,13-18,at secondary school,1274
2011,Female,Dún Laoghaire-Rathdown,0.375,19-66,at university,1724
2011,Female,Dún Laoghaire-Rathdown,0.525,15-66,working,4285
2011,Female,Dún Laoghaire-Rathdown,0.525,5-12,at primary school,78
2011,Female,Dún Laoghaire-Rathdown,0.525,13-18,at secondary school,267
2011,Female,Dún Laoghaire-Rathdown,0.525,19-66,at university,702
2011,Female,Dún Laoghaire-Rathdown,1.25,15-66,working,2664
2011,Female,Dún Laoghaire-Rathdown,1.25,5-12,at primary school,44
2011,Female,Dún Laoghaire-Rathdown,1.25,13-18,at secondary school,118
2011,Female,Dún Laoghaire-Rathdown,1.25,19-66,at university,616
2011,Female,Dún Laoghaire-Rathdown,1.3,15-66,working,290
2011,Female,Dún Laoghaire-Rathdown,1.3,5-12,at primary school,6
2011,Female,Dún Laoghaire-Rathdown,1.3,13-18,at secondary school,27
2011,Female,Dún Laoghaire-Rathdown,1.3,19-66,at university,110
2011,Female,Fingal,0.125,15-66,working,9903
2011,Female,Fingal,0.125,5-12,at primary school,9568
2011,Female,Fingal,0.125,13-18,at secondary school,2914
2011,Female,Fingal,0.125,19-66,at university,268
2011,Female,Fingal,0.275,15-66,working,15189
2011,Female,Fingal,0.275,5-12,at primary school,4390
2011,Female,Fingal,0.275,13-18,at secondary school,3033
2011,Female,Fingal,0.275,19-66,at university,744
2011,Female,Fingal,0.375,15-66,working,13369
2011,Female,Fingal,0.375,5-12,at primary school,913
2011,Female,Fingal,0.375,13-18,at secondary school,1386
2011,Female,Fingal,0.375,19-66,at university,1278
2011,Female,Fingal,0.525,15-66,working,6369
2011,Female,Fingal,0.525,5-12,at primary school,167
2011,Female,Fingal,0.525,13-18,at secondary school,413
2011,Female,Fingal,0.525,19-66,at university,824
2011,Female,Fingal,1.25,15-66,working,6223
2011,Female,Fingal,1.25,5-12,at primary school,101
2011,Female,Fingal,1.25,13-18,at secondary school,364
2011,Female,Fingal,1.25,19-66,at university,1098
2011,Female,Fingal,1.3,15-66,working,1327
2011,Female,Fingal,1.3,5-12,at primary school,39
2011,Female,Fingal,1.3,13-18,at secondary school,140
2011,Female,Fingal,1.3,19-66,at university,471
2011,Female,South Dublin,0.125,15-66,working,9289
2011,Female,South Dublin,0.125,5-12,at primary school,8461
2011,Female,South Dublin,0.125,13-18,at secondary school,3013
2011,Female,South Dublin,0.125,19-66,at university,348
2011,Female,South Dublin,0.275,15-66,working,17195
2011,Female,South Dublin,0.275,5-12,at primary school,4417
2011,Female,South Dublin,0.275,13-18,at secondary school,3640
2011,Female,South Dublin,0.275,19-66,at university,998
2011,Female,South Dublin,0.375,15-66,working,12147
2011,Female,South Dublin,0.375,5-12,at primary school,1024
2011,Female,South Dublin,0.375,13-18,at secondary school,1277
2011,Female,South Dublin,0.375,19-66,at university,1528
2011,Female,South Dublin,0.525,15-66,working,4774
2011,Female,South Dublin,0.525,5-12,at primary school,164
2011,Female,South Dublin,0.525,13-18,at secondary school,310
2011,Female,South Dublin,0.525,19-66,at university,750
2011,Female,South Dublin,1.25,15-66,working,4035
2011,Female,South Dublin,1.25,5-12,at primary school,114
2011,Female,South Dublin,1.25,13-18,at secondary school,275
2011,Female,South Dublin,1.25,19-66,at university,796
2011,Female,South Dublin,1.3,15-66,working,703
2011,Female,South Dublin,1.3,5-12,at primary school,25
2011,Female,South Dublin,1.3,13-18,at secondary school,76
2011,Female,South Dublin,1.3,19-66,at university,384
2011,Female,Kildare,0.125,15-66,working,8824
2011,Female,Kildare,0.125,5-12,at primary school,7976
2011,Female,Kildare,0.125,13-18,at secondary school,2808
2011,Female,Kildare,0.125,19-66,at university,675
2011,Female,Kildare,0.275,15-66,working,10997
2011,Female,Kildare,0.275,5-12,at primary school,3537
2011,Female,Kildare,0.275,13-18,at secondary school,3127
2011,Female,Kildare,0.275,19-66,at university,888
2011,Female,Kildare,0.375,15-66,working,7923
2011,Female,Kildare,0.375,5-12,at primary school,637
2011,Female,Kildare,0.375,13-18,at secondary school,904
2011,Female,Kildare,0.375,19-66,at university,673
2011,Female,Kildare,0.525,15-66,working,3678
2011,Female,Kildare,0.525,5-12,at primary school,76
2011,Female,Kildare,0.525,13-18,at secondary school,188
2011,Female,Kildare,0.525,19-66,at university,456
2011,Female,Kildare,1.25,15-66,working,4068
2011,Female,Kildare,1.25,5-12,at primary school,68
2011,Female,Kildare,1.25,13-18,at secondary school,205
2011,Female,Kildare,1.25,19-66,at university,740
2011,Female,Kildare,1.3,15-66,working,1058
2011,Female,Kildare,1.3,5-12,at primary school,19
2011,Female,Kildare,1.3,13-18,at secondary school,89
2011,Female,Kildare,1.3,19-66,at university,349
2011,Female,Kilkenny,0.125,15-66,working,5185
2011,Female,Kilkenny,0.125,5-12,at primary school,3512
2011,Female,Kilkenny,0.125,13-18,at secondary school,1375
2011,Female,Kilkenny,0.125,19-66,at university,485
2011,Female,Kilkenny,0.275,15-66,working,6184
2011,Female,Kilkenny,0.275,5-12,at primary school,1269
2011,Female,Kilkenny,0.275,13-18,at secondary school,1395
2011,Female,Kilkenny,0.275,19-66,at university,509
2011,Female,Kilkenny,0.375,15-66,working,2994
2011,Female,Kilkenny,0.375,5-12,at primary school,274
2011,Female,Kilkenny,0.375,13-18,at secondary school,550
2011,Female,Kilkenny,0.375,19-66,at university,373
2011,Female,Kilkenny,0.525,15-66,working,777
2011,Female,Kilkenny,0.525,5-12,at primary school,24
2011,Female,Kilkenny,0.525,13-18,at secondary school,81
2011,Female,Kilkenny,0.525,19-66,at university,112
2011,Female,Kilkenny,1.25,15-66,working,414
2011,Female,Kilkenny,1.25,5-12,at primary school,18
2011,Female,Kilkenny,1.25,13-18,at secondary school,47
2011,Female,Kilkenny,1.25,19-66,at university,90
2011,Female,Kilkenny,1.3,15-66,working,289
2011,Female,Kilkenny,1.3,5-12,at primary school,5
2011,Female,Kilkenny,1.3,13-18,at secondary school,10
2011,Female,Kilkenny,1.3,19-66,at university,77
2011,Female,Laois,0.125,15-66,working,3872
2011,Female,Laois,0.125,5-12,at primary school,3534
2011,Female,Laois,0.125,13-18,at secondary school,1056
2011,Female,Laois,0.125,19-66,at university,291
2011,Female,Laois,0.275,15-66,working,4089
2011,Female,Laois,0.275,5-12,at primary school,1038
2011,Female,Laois,0.275,13-18,at secondary school,1070
2011,Female,Laois,0.275,19-66,at university,344
2011,Female,Laois,0.375,15-66,working,2225
2011,Female,Laois,0.375,5-12,at primary school,174
2011,Female,Laois,0.375,13-18,at secondary school,478
2011,Female,Laois,0.375,19-66,at university,171
2011,Female,Laois,0.525,15-66,working,845
2011,Female,Laois,0.525,5-12,at primary school,22
2011,Female,Laois,0.525,13-18,at secondary school,109
2011,Female,Laois,0.525,19-66,at university,83
2011,Female,Laois,1.25,15-66,working,950
2011,Female,Laois,1.25,5-12,at primary school,16
2011,Female,Laois,1.25,13-18,at secondary school,63
2011,Female,Laois,1.25,19-66,at university,145
2011,Female,Laois,1.3,15-66,working,601
2011,Female,Laois,1.3,5-12,at primary school,8
2011,Female,Laois,1.3,13-18,at secondary school,34
2011,Female,Laois,1.3,19-66,at university,136
2011,Female,Longford,0.125,15-66,working,2179
2011,Female,Longford,0.125,5-12,at primary school,1556
2011,Female,Longford,0.125,13-18,at secondary school,574
2011,Female,Longford,0.125,19-66,at university,167
2011,Female,Longford,0.275,15-66,working,1930
2011,Female,Longford,0.275,5-12,at primary school,461
2011,Female,Longford,0.275,13-18,at secondary school,488
2011,Female,Longford,0.275,19-66,at university,179
2011,Female,Longford,0.375,15-66,working,989
2011,Female,Longford,0.375,5-12,at primary school,64
2011,Female,Longford,0.375,13-18,at secondary school,217
2011,Female,Longford,0.375,19-66,at university,89
2011,Female,Longford,0.525,15-66,working,286
2011,Female,Longford,0.525,5-12,at primary school,10
2011,Female,Longford,0.525,13-18,at secondary school,36
2011,Female,Longford,0.525,19-66,at university,52
2011,Female,Longford,1.25,15-66,working,184
2011,Female,Longford,1.25,5-12,at primary school,10
2011,Female,Longford,1.25,13-18,at secondary school,27
2011,Female,Longford,1.25,19-66,at university,44
2011,Female,Longford,1.3,15-66,working,191
2011,Female,Longford,1.3,5-12,at primary school,4
2011,Female,Longford,1.3,13-18,at secondary school,6
2011,Female,Longford,1.3,19-66,at university,56
2011,Female,Louth,0.125,15-66,working,6981
2011,Female,Louth,0.125,5-12,at primary school,5020
2011,Female,Louth,0.125,13-18,at secondary school,1600
2011,Female,Louth,0.125,19-66,at university,605
2011,Female,Louth,0.275,15-66,working,6898
2011,Female,Louth,0.275,5-12,at primary school,1608
2011,Female,Louth,0.275,13-18,at secondary school,1777
2011,Female,Louth,0.275,19-66,at university,665
2011,Female,Louth,0.375,15-66,working,2769
2011,Female,Louth,0.375,5-12,at primary school,276
2011,Female,Louth,0.375,13-18,at secondary school,628
2011,Female,Louth,0.375,19-66,at university,378
2011,Female,Louth,0.525,15-66,working,893
2011,Female,Louth,0.525,5-12,at primary school,25
2011,Female,Louth,0.525,13-18,at secondary school,102
2011,Female,Louth,0.525,19-66,at university,103
2011,Female,Louth,1.25,15-66,working,1165
2011,Female,Louth,1.25,5-12,at primary school,22
2011,Female,Louth,1.25,13-18,at secondary school,80
2011,Female,Louth,1.25,19-66,at university,270
2011,Female,Louth,1.3,15-66,working,686
2011,Female,Louth,1.3,5-12,at primary school,5
2011,Female,Louth,1.3,13-18,at secondary school,40
2011,Female,Louth,1.3,19-66,at university,200
2011,Female,Meath,0.125,15-66,working,7243
2011,Female,Meath,0.125,5-12,at primary school,7759
2011,Female,Meath,0.125,13-18,at secondary school,2357
2011,Female,Meath,0.125,19-66,at university,349
2011,Female,Meath,0.275,15-66,working,9119
2011,Female,Meath,0.275,5-12,at primary school,2480
2011,Female,Meath,0.275,13-18,at secondary school,2442
2011,Female,Meath,0.275,19-66,at university,535
2011,Female,Meath,0.375,15-66,working,6961
2011,Female,Meath,0.375,5-12,at primary school,508
2011,Female,Meath,0.375,13-18,at secondary school,1027
2011,Female,Meath,0.375,19-66,at university,509
2011,Female,Meath,0.525,15-66,working,3470
2011,Female,Meath,0.525,5-12,at primary school,71
2011,Female,Meath,0.525,13-18,at secondary school,246
2011,Female,Meath,0.525,19-66,at university,389
2011,Female,Meath,1.25,15-66,working,3494
2011,Female,Meath,1.25,5-12,at primary school,53
2011,Female,Meath,1.25,13-18,at secondary school,241
2011,Female,Meath,1.25,19-66,at university,683
2011,Female,Meath,1.3,15-66,working,1181
2011,Female,Meath,1.3,5-12,at primary school,17
2011,Female,Meath,1.3,13-18,at secondary school,107
2011,Female,Meath,1.3,19-66,at university,312
2011,Female,Offaly,0.125,15-66,working,4038
2011,Female,Offaly,0.125,5-12,at primary school,3294
2011,Female,Offaly,0.125,13-18,at secondary school,1448
2011,Female,Offaly,0.125,19-66,at university,293
2011,Female,Offaly,0.275,15-66,working,3460
2011,Female,Offaly,0.275,5-12,at primary school,872
2011,Female,Offaly,0.275,13-18,at secondary school,1020
2011,Female,Offaly,0.275,19-66,at university,313
2011,Female,Offaly,0.375,15-66,working,2052
2011,Female,Offaly,0.375,5-12,at primary school,141
2011,Female,Offaly,0.375,13-18,at secondary school,358
2011,Female,Offaly,0.375,19-66,at university,238
2011,Female,Offaly,0.525,15-66,working,642
2011,Female,Offaly,0.525,5-12,at primary school,20
2011,Female,Offaly,0.525,13-18,at secondary school,60
2011,Female,Offaly,0.525,19-66,at university,105
2011,Female,Offaly,1.25,15-66,working,596
2011,Female,Offaly,1.25,5-12,at primary school,19
2011,Female,Offaly,1.25,13-18,at secondary school,27
2011,Female,Offaly,1.25,19-66,at university,112
2011,Female,Offaly,1.3,15-66,working,425
2011,Female,Offaly,1.3,5-12,at primary school,5
2011,Female,Offaly,1.3,13-18,at secondary school,19
2011,Female,Offaly,1.3,19-66,at university,104
2011,Female,Westmeath,0.125,15-66,working,5085
2011,Female,Westmeath,0.125,5-12,at primary school,3479
2011,Female,Westmeath,0.125,13-18,at secondary school,1141
2011,Female,Westmeath,0.125,19-66,at university,561
2011,Female,Westmeath,0.275,15-66,working,4710
2011,Female,Westmeath,0.275,5-12,at primary school,1015
2011,Female,Westmeath,0.275,13-18,at secondary school,1283
2011,Female,Westmeath,0.275,19-66,at university,458
2011,Female,Westmeath,0.375,15-66,working,1948
2011,Female,Westmeath,0.375,5-12,at primary school,173
2011,Female,Westmeath,0.375,13-18,at secondary school,511
2011,Female,Westmeath,0.375,19-66,at university,201
2011,Female,Westmeath,0.525,15-66,working,625
2011,Female,Westmeath,0.525,5-12,at primary school,19
2011,Female,Westmeath,0.525,13-18,at secondary school,98
2011,Female,Westmeath,0.525,19-66,at university,114
2011,Female,Westmeath,1.25,15-66,working,843
2011,Female,Westmeath,1.25,5-12,at primary school,12
2011,Female,Westmeath,1.25,13-18,at secondary school,52
2011,Female,Westmeath,1.25,19-66,at university,109
2011,Female,Westmeath,1.3,15-66,working,473
2011,Female,Westmeath,1.3,5-12,at primary school,4
2011,Female,Westmeath,1.3,13-18,at secondary school,21
2011,Female,Westmeath,1.3,19-66,at university,108
2011,Female,Wexford,0.125,15-66,working,8033
2011,Female,Wexford,0.125,5-12,at primary school,6017
2011,Female,Wexford,0.125,13-18,at secondary school,1913
2011,Female,Wexford,0.125,19-66,at university,659
2011,Female,Wexford,0.275,15-66,working,7574
2011,Female,Wexford,0.275,5-12,at primary school,1628
2011,Female,Wexford,0.275,13-18,at secondary school,2159
2011,Female,Wexford,0.275,19-66,at university,610
