year,sex,home,travelling_time,age_range,edu_status,value
2016,Male,South Dublin,0.375,13-18,at secondary school,1416
2016,Male,South Dublin,0.375,19-66,at university,1484
2016,Male,South Dublin,0.525,15-66,working,5544
2016,Male,South Dublin,0.525,5-12,at primary school,189
2016,Male,South Dublin,0.525,13-18,at secondary school,310
2016,Male,South Dublin,0.525,19-66,at university,749
2016,Male,South Dublin,1.25,15-66,working,5366
2016,Male,South Dublin,1.25,5-12,at primary school,156
2016,Male,South Dublin,1.25,13-18,at secondary school,280
2016,Male,South Dublin,1.25,19-66,at university,921
2016,Male,South Dublin,1.3,15-66,working,1150
2016,Male,South Dublin,1.3,5-12,at primary school,28
2016,Male,South Dublin,1.3,13-18,at secondary school,101
2016,Male,South Dublin,1.3,19-66,at university,352
2016,Male,Kildare,0.125,15-66,working,8088
2016,Male,Kildare,0.125,5-12,at primary school,9326
2016,Male,Kildare,0.125,13-18,at secondary school,3141
2016,Male,Kildare,0.125,19-66,at university,641
2016,Male,Kildare,0.275,15-66,working,10852
2016,Male,Kildare,0.275,5-12,at primary school,4018
2016,Male,Kildare,0.275,13-18,at secondary school,3979
2016,Male,Kildare,0.275,19-66,at university,843
2016,Male,Kildare,0.375,15-66,working,11032
2016,Male,Kildare,0.375,5-12,at primary school,688
2016,Male,Kildare,0.375,13-18,at secondary school,1263
2016,Male,Kildare,0.375,19-66,at university,588
2016,Male,Kildare,0.525,15-66,working,5611
2016,Male,Kildare,0.525,5-12,at primary school,103
2016,Male,Kildare,0.525,13-18,at secondary school,227
2016,Male,Kildare,0.525,19-66,at university,429
2016,Male,Kildare,1.25,15-66,working,8226
2016,Male,Kildare,1.25,5-12,at primary school,98
2016,Male,Kildare,1.25,13-18,at secondary school,209
2016,Male,Kildare,1.25,19-66,at university,864
2016,Male,Kildare,1.3,15-66,working,2194
2016,Male,Kildare,1.3,5-12,at primary school,25
2016,Male,Kildare,1.3,13-18,at secondary school,77
2016,Male,Kildare,1.3,19-66,at university,420
2016,Male,Kilkenny,0.125,15-66,working,5460
2016,Male,Kilkenny,0.125,5-12,at primary school,4002
2016,Male,Kilkenny,0.125,13-18,at secondary school,1405
2016,Male,Kilkenny,0.125,19-66,at university,406
2016,Male,Kilkenny,0.275,15-66,working,5756
2016,Male,Kilkenny,0.275,5-12,at primary school,1344
2016,Male,Kilkenny,0.275,13-18,at secondary school,1575
2016,Male,Kilkenny,0.275,19-66,at university,429
2016,Male,Kilkenny,0.375,15-66,working,3307
2016,Male,Kilkenny,0.375,5-12,at primary school,355
2016,Male,Kilkenny,0.375,13-18,at secondary school,681
2016,Male,Kilkenny,0.375,19-66,at university,333
2016,Male,Kilkenny,0.525,15-66,working,1030
2016,Male,Kilkenny,0.525,5-12,at primary school,40
2016,Male,Kilkenny,0.525,13-18,at secondary school,112
2016,Male,Kilkenny,0.525,19-66,at university,125
2016,Male,Kilkenny,1.25,15-66,working,1210
2016,Male,Kilkenny,1.25,5-12,at primary school,18
2016,Male,Kilkenny,1.25,13-18,at secondary school,45
2016,Male,Kilkenny,1.25,19-66,at university,94
2016,Male,Kilkenny,1.3,15-66,working,1104
2016,Male,Kilkenny,1.3,5-12,at primary school,6
2016,Male,Kilkenny,1.3,13-18,at secondary school,9
2016,Male,Kilkenny,1.3,19-66,at university,87
2016,Male,Laois,0.125,15-66,working,3931
2016,Male,Laois,0.125,5-12,at primary school,3953
2016,Male,Laois,0.125,13-18,at secondary school,1306
2016,Male,Laois,0.125,19-66,at university,257
2016,Male,Laois,0.275,15-66,working,3540
2016,Male,Laois,0.275,5-12,at primary school,1240
2016,Male,Laois,0.275,13-18,at secondary school,1257
2016,Male,Laois,0.275,19-66,at university,255
2016,Male,Laois,0.375,15-66,working,2591
2016,Male,Laois,0.375,5-12,at primary school,241
2016,Male,Laois,0.375,13-18,at secondary school,449
2016,Male,Laois,0.375,19-66,at university,139
2016,Male,Laois,0.525,15-66,working,1113
2016,Male,Laois,0.525,5-12,at primary school,33
2016,Male,Laois,0.525,13-18,at secondary school,105
2016,Male,Laois,0.525,19-66,at university,91
2016,Male,Laois,1.25,15-66,working,2364
2016,Male,Laois,1.25,5-12,at primary school,32
2016,Male,Laois,1.25,13-18,at secondary school,90
2016,Male,Laois,1.25,19-66,at university,177
2016,Male,Laois,1.3,15-66,working,1433
2016,Male,Laois,1.3,5-12,at primary school,5
2016,Male,Laois,1.3,13-18,at secondary school,18
2016,Male,Laois,1.3,19-66,at university,148
2016,Male,Longford,0.125,15-66,working,2435
2016,Male,Longford,0.125,5-12,at primary school,1774
2016,Male,Longford,0.125,13-18,at secondary school,624
2016,Male,Longford,0.125,19-66,at university,154
2016,Male,Longford,0.275,15-66,working,1801
2016,Male,Longford,0.275,5-12,at primary school,537
2016,Male,Longford,0.275,13-18,at secondary school,596
2016,Male,Longford,0.275,19-66,at university,113
2016,Male,Longford,0.375,15-66,working,1099
2016,Male,Longford,0.375,5-12,at primary school,79
2016,Male,Longford,0.375,13-18,at secondary school,277
2016,Male,Longford,0.375,19-66,at university,78
2016,Male,Longford,0.525,15-66,working,350
2016,Male,Longford,0.525,5-12,at primary school,17
2016,Male,Longford,0.525,13-18,at secondary school,56
2016,Male,Longford,0.525,19-66,at university,40
2016,Male,Longford,1.25,15-66,working,440
2016,Male,Longford,1.25,5-12,at primary school,6
2016,Male,Longford,1.25,13-18,at secondary school,31
2016,Male,Longford,1.25,19-66,at university,55
2016,Male,Longford,1.3,15-66,working,640
2016,Male,Longford,1.3,5-12,at primary school,10
2016,Male,Longford,1.3,13-18,at secondary school,12
2016,Male,Longford,1.3,19-66,at university,56
2016,Male,Louth,0.125,15-66,working,7196
2016,Male,Louth,0.125,5-12,at primary school,5706
2016,Male,Louth,0.125,13-18,at secondary school,1909
2016,Male,Louth,0.125,19-66,at university,496
2016,Male,Louth,0.275,15-66,working,6459
2016,Male,Louth,0.275,5-12,at primary school,1593
2016,Male,Louth,0.275,13-18,at secondary school,1881
2016,Male,Louth,0.275,19-66,at university,620
2016,Male,Louth,0.375,15-66,working,3526
2016,Male,Louth,0.375,5-12,at primary school,311
2016,Male,Louth,0.375,13-18,at secondary school,756
2016,Male,Louth,0.375,19-66,at university,355
2016,Male,Louth,0.525,15-66,working,1612
2016,Male,Louth,0.525,5-12,at primary school,30
2016,Male,Louth,0.525,13-18,at secondary school,126
2016,Male,Louth,0.525,19-66,at university,111
2016,Male,Louth,1.25,15-66,working,3008
2016,Male,Louth,1.25,5-12,at primary school,31
2016,Male,Louth,1.25,13-18,at secondary school,112
2016,Male,Louth,1.25,19-66,at university,336
2016,Male,Louth,1.3,15-66,working,1476
2016,Male,Louth,1.3,5-12,at primary school,15
2016,Male,Louth,1.3,13-18,at secondary school,33
2016,Male,Louth,1.3,19-66,at university,204
2016,Male,Meath,0.125,15-66,working,6910
2016,Male,Meath,0.125,5-12,at primary school,9581
2016,Male,Meath,0.125,13-18,at secondary school,3066
2016,Male,Meath,0.125,19-66,at university,252
2016,Male,Meath,0.275,15-66,working,8575
2016,Male,Meath,0.275,5-12,at primary school,2820
2016,Male,Meath,0.275,13-18,at secondary school,2967
2016,Male,Meath,0.275,19-66,at university,401
2016,Male,Meath,0.375,15-66,working,9389
2016,Male,Meath,0.375,5-12,at primary school,472
2016,Male,Meath,0.375,13-18,at secondary school,1097
2016,Male,Meath,0.375,19-66,at university,542
2016,Male,Meath,0.525,15-66,working,5158
2016,Male,Meath,0.525,5-12,at primary school,73
2016,Male,Meath,0.525,13-18,at secondary school,300
2016,Male,Meath,0.525,19-66,at university,431
2016,Male,Meath,1.25,15-66,working,7380
2016,Male,Meath,1.25,5-12,at primary school,125
2016,Male,Meath,1.25,13-18,at secondary school,345
2016,Male,Meath,1.25,19-66,at university,728
2016,Male,Meath,1.3,15-66,working,2104
2016,Male,Meath,1.3,5-12,at primary school,29
2016,Male,Meath,1.3,13-18,at secondary school,123
2016,Male,Meath,1.3,19-66,at university,440
2016,Male,Offaly,0.125,15-66,working,4230
2016,Male,Offaly,0.125,5-12,at primary school,3508
2016,Male,Offaly,0.125,13-18,at secondary school,1522
2016,Male,Offaly,0.125,19-66,at university,230
2016,Male,Offaly,0.275,15-66,working,3526
2016,Male,Offaly,0.275,5-12,at primary school,894
2016,Male,Offaly,0.275,13-18,at secondary school,1092
2016,Male,Offaly,0.275,19-66,at university,240
2016,Male,Offaly,0.375,15-66,working,2469
2016,Male,Offaly,0.375,5-12,at primary school,187
2016,Male,Offaly,0.375,13-18,at secondary school,321
2016,Male,Offaly,0.375,19-66,at university,194
2016,Male,Offaly,0.525,15-66,working,865
2016,Male,Offaly,0.525,5-12,at primary school,15
2016,Male,Offaly,0.525,13-18,at secondary school,76
2016,Male,Offaly,0.525,19-66,at university,88
2016,Male,Offaly,1.25,15-66,working,1676
2016,Male,Offaly,1.25,5-12,at primary school,15
2016,Male,Offaly,1.25,13-18,at secondary school,54
2016,Male,Offaly,1.25,19-66,at university,133
2016,Male,Offaly,1.3,15-66,working,1104
2016,Male,Offaly,1.3,5-12,at primary school,5
2016,Male,Offaly,1.3,13-18,at secondary school,24
2016,Male,Offaly,1.3,19-66,at university,105
2016,Male,Westmeath,0.125,15-66,working,5052
2016,Male,Westmeath,0.125,5-12,at primary school,3815
2016,Male,Westmeath,0.125,13-18,at secondary school,1413
2016,Male,Westmeath,0.125,19-66,at university,521
2016,Male,Westmeath,0.275,15-66,working,4162
2016,Male,Westmeath,0.275,5-12,at primary school,1030
2016,Male,Westmeath,0.275,13-18,at secondary school,1272
2016,Male,Westmeath,0.275,19-66,at university,365
2016,Male,Westmeath,0.375,15-66,working,2339
2016,Male,Westmeath,0.375,5-12,at primary school,191
2016,Male,Westmeath,0.375,13-18,at secondary school,473
2016,Male,Westmeath,0.375,19-66,at university,185
2016,Male,Westmeath,0.525,15-66,working,1081
2016,Male,Westmeath,0.525,5-12,at primary school,24
2016,Male,Westmeath,0.525,13-18,at secondary school,78
2016,Male,Westmeath,0.525,19-66,at university,107
2016,Male,Westmeath,1.25,15-66,working,2187
2016,Male,Westmeath,1.25,5-12,at primary school,16
2016,Male,Westmeath,1.25,13-18,at secondary school,69
2016,Male,Westmeath,1.25,19-66,at university,147
2016,Male,Westmeath,1.3,15-66,working,1322
2016,Male,Westmeath,1.3,5-12,at primary school,4
2016,Male,Westmeath,1.3,13-18,at secondary school,25
2016,Male,Westmeath,1.3,19-66,at university,158
2016,Male,Wexford,0.125,15-66,working,8234
2016,Male,Wexford,0.125,5-12,at primary school,6700
2016,Male,Wexford,0.125,13-18,at secondary school,2159
2016,Male,Wexford,0.125,19-66,at university,434
2016,Male,Wexford,0.275,15-66,working,6973
2016,Male,Wexford,0.275,5-12,at primary school,1715
2016,Male,Wexford,0.275,13-18,at secondary school,2294
2016,Male,Wexford,0.275,19-66,at university,406
2016,Male,Wexford,0.375,15-66,working,4209
2016,Male,Wexford,0.375,5-12,at primary school,342
2016,Male,Wexford,0.375,13-18,at secondary school,927
2016,Male,Wexford,0.375,19-66,at university,258
2016,Male,Wexford,0.525,15-66,working,1344
2016,Male,Wexford,0.525,5-12,at primary school,53
2016,Male,Wexford,0.525,13-18,at secondary school,164
2016,Male,Wexford,0.525,19-66,at university,112
2016,Male,Wexford,1.25,15-66,working,2424
2016,Male,Wexford,1.25,5-12,at primary school,33
2016,Male,Wexford,1.25,13-18,at secondary school,134
2016,Male,Wexford,1.25,19-66,at university,217
2016,Male,Wexford,1.3,15-66,working,1927
2016,Male,Wexford,1.3,5-12,at primary school,10
2016,Male,Wexford,1.3,13-18,at secondary school,30
2016,Male,Wexford,1.3,19-66,at university,158
2016,Male,Wicklow,0.125,15-66,working,5330
2016,Male,Wicklow,0.125,5-12,at primary school,5881
2016,Male,Wicklow,0.125,13-18,at secondary school,2152
2016,Male,Wicklow,0.125,19-66,at university,262
2016,Male,Wicklow,0.275,15-66,working,5336
2016,Male,Wicklow,0.275,5-12,at primary school,2127
2016,Male,Wicklow,0.275,13-18,at secondary school,1795
2016,Male,Wicklow,0.275,19-66,at university,286
2016,Male,Wicklow,0.375,15-66,working,6165
2016,Male,Wicklow,0.375,5-12,at primary school,430
2016,Male,Wicklow,0.375,13-18,at secondary school,856
2016,Male,Wicklow,0.375,19-66,at university,365
2016,Male,Wicklow,0.525,15-66,working,3266
2016,Male,Wicklow,0.525,5-12,at primary school,88
2016,Male,Wicklow,0.525,13-18,at secondary school,253
2016,Male,Wicklow,0.525,19-66,at university,312
2016,Male,Wicklow,1.25,15-66,working,5169
2016,Male,Wicklow,1.25,5-12,at primary school,82
2016,Male,Wicklow,1.25,13-18,at secondary school,263
2016,Male,Wicklow,1.25,19-66,at university,657
2016,Male,Wicklow,1.3,15-66,working,1497
2016,Male,Wicklow,1.3,5-12,at primary school,17
2016,Male,Wicklow,1.3,13-18,at secondary school,53
2016,Male,Wicklow,1.3,19-66,at university,388
2016,Male,Clare,0.125,15-66,working,6177
2016,Male,Clare,0.125,5-12,at primary school,5282
2016,Male,Clare,0.125,13-18,at secondary school,1937
2016,Male,Clare,0.125,19-66,at university,494
2016,Male,Clare,0.275,15-66,working,6743
2016,Male,Clare,0.275,5-12,at primary school,1257
2016,Male,Clare,0.275,13-18,at secondary school,1758
2016,Male,Clare,0.275,19-66,at university,567
2016,Male,Clare,0.375,15-66,working,4851
2016,Male,Clare,0.375,5-12,at primary school,236
2016,Male,Clare,0.375,13-18,at secondary school,609
2016,Male,Clare,0.375,19-66,at university,431
2016,Male,Clare,0.525,15-66,working,1381
2016,Male,Clare,0.525,5-12,at primary school,37
2016,Male,Clare,0.525,13-18,at secondary school,95
2016,Male,Clare,0.525,19-66,at university,158
2016,Male,Clare,1.25,15-66,working,1360
2016,Male,Clare,1.25,5-12,at primary school,21
2016,Male,Clare,1.25,13-18,at secondary school,87
2016,Male,Clare,1.25,19-66,at university,214
2016,Male,Clare,1.3,15-66,working,660
2016,Male,Clare,1.3,5-12,at primary school,5
2016,Male,Clare,1.3,13-18,at secondary school,18
2016,Male,Clare,1.3,19-66,at university,67
2016,Male,Cork City,0.125,15-66,working,5567
2016,Male,Cork City,0.125,5-12,at primary school,2926
2016,Male,Cork City,0.125,13-18,at secondary school,1431
2016,Male,Cork City,0.125,19-66,at university,1401
2016,Male,Cork City,0.275,15-66,working,10343
2016,Male,Cork City,0.275,5-12,at primary school,1119
2016,Male,Cork City,0.275,13-18,at secondary school,1373
2016,Male,Cork City,0.275,19-66,at university,1709
2016,Male,Cork City,0.375,15-66,working,4960
2016,Male,Cork City,0.375,5-12,at primary school,237
2016,Male,Cork City,0.375,13-18,at secondary school,388
2016,Male,Cork City,0.375,19-66,at university,754
2016,Male,Cork City,0.525,15-66,working,892
2016,Male,Cork City,0.525,5-12,at primary school,12
2016,Male,Cork City,0.525,13-18,at secondary school,45
2016,Male,Cork City,0.525,19-66,at university,155
2016,Male,Cork City,1.25,15-66,working,706
2016,Male,Cork City,1.25,5-12,at primary school,19
2016,Male,Cork City,1.25,13-18,at secondary school,32
2016,Male,Cork City,1.25,19-66,at university,141
2016,Male,Cork City,1.3,15-66,working,369
2016,Male,Cork City,1.3,5-12,at primary school,2
2016,Male,Cork City,1.3,13-18,at secondary school,9
2016,Male,Cork City,1.3,19-66,at university,34
2016,Male,Cork County,0.125,15-66,working,19747
2016,Male,Cork County,0.125,5-12,at primary school,18293
2016,Male,Cork County,0.125,13-18,at secondary school,6304
2016,Male,Cork County,0.125,19-66,at university,1203
2016,Male,Cork County,0.275,15-66,working,26075
2016,Male,Cork County,0.275,5-12,at primary school,5416
2016,Male,Cork County,0.275,13-18,at secondary school,6144
2016,Male,Cork County,0.275,19-66,at university,2049
2016,Male,Cork County,0.375,15-66,working,21173
2016,Male,Cork County,0.375,5-12,at primary school,1303
2016,Male,Cork County,0.375,13-18,at secondary school,2842
2016,Male,Cork County,0.375,19-66,at university,1891
2016,Male,Cork County,0.525,15-66,working,6811
2016,Male,Cork County,0.525,5-12,at primary school,181
2016,Male,Cork County,0.525,13-18,at secondary school,581
2016,Male,Cork County,0.525,19-66,at university,770
2016,Male,Cork County,1.25,15-66,working,6133
2016,Male,Cork County,1.25,5-12,at primary school,132
2016,Male,Cork County,1.25,13-18,at secondary school,302
2016,Male,Cork County,1.25,19-66,at university,905
2016,Male,Cork County,1.3,15-66,working,2056
2016,Male,Cork County,1.3,5-12,at primary school,29
2016,Male,Cork County,1.3,13-18,at secondary school,36
2016,Male,Cork County,1.3,19-66,at university,274
2016,Male,Kerry,0.125,15-66,working,9212
2016,Male,Kerry,0.125,5-12,at primary school,5753
2016,Male,Kerry,0.125,13-18,at secondary school,2415
2016,Male,Kerry,0.125,19-66,at university,775
2016,Male,Kerry,0.275,15-66,working,7315
2016,Male,Kerry,0.275,5-12,at primary school,1403
2016,Male,Kerry,0.275,13-18,at secondary school,1887
2016,Male,Kerry,0.275,19-66,at university,721
2016,Male,Kerry,0.375,15-66,working,4709
2016,Male,Kerry,0.375,5-12,at primary school,266
2016,Male,Kerry,0.375,13-18,at secondary school,749
2016,Male,Kerry,0.375,19-66,at university,363
2016,Male,Kerry,0.525,15-66,working,1165
2016,Male,Kerry,0.525,5-12,at primary school,33
2016,Male,Kerry,0.525,13-18,at secondary school,146
2016,Male,Kerry,0.525,19-66,at university,91
2016,Male,Kerry,1.25,15-66,working,1550
2016,Male,Kerry,1.25,5-12,at primary school,21
2016,Male,Kerry,1.25,13-18,at secondary school,68
2016,Male,Kerry,1.25,19-66,at university,91
2016,Male,Kerry,1.3,15-66,working,1022
2016,Male,Kerry,1.3,5-12,at primary school,15
2016,Male,Kerry,1.3,13-18,at secondary school,29
2016,Male,Kerry,1.3,19-66,at university,113
2016,Male,Limerick City and County,0.125,15-66,working,9696
2016,Male,Limerick City and County,0.125,5-12,at primary school,7548
2016,Male,Limerick City and County,0.125,13-18,at secondary school,2758
2016,Male,Limerick City and County,0.125,19-66,at university,1255
2016,Male,Limerick City and County,0.275,15-66,working,12916
2016,Male,Limerick City and County,0.275,5-12,at primary school,2312
2016,Male,Limerick City and County,0.275,13-18,at secondary school,2701
2016,Male,Limerick City and County,0.275,19-66,at university,1709
2016,Male,Limerick City and County,0.375,15-66,working,7638
2016,Male,Limerick City and County,0.375,5-12,at primary school,406
2016,Male,Limerick City and County,0.375,13-18,at secondary school,1044
2016,Male,Limerick City and County,0.375,19-66,at university,951
2016,Male,Limerick City and County,0.525,15-66,working,1801
2016,Male,Limerick City and County,0.525,5-12,at primary school,58
2016,Male,Limerick City and County,0.525,13-18,at secondary school,174
2016,Male,Limerick City and County,0.525,19-66,at university,280
2016,Male,Limerick City and County,1.25,15-66,working,1904
2016,Male,Limerick City and County,1.25,5-12,at primary school,40
2016,Male,Limerick City and County,1.25,13-18,at secondary school,89
2016,Male,Limerick City and County,1.25,19-66,at university,235
2016,Male,Limerick City and County,1.3,15-66,working,1119
2016,Male,Limerick City and County,1.3,5-12,at primary school,18
2016,Male,Limerick City and County,1.3,13-18,at secondary school,22
2016,Male,Limerick City and County,1.3,19-66,at university,78
2016,Male,Tipperary,0.125,15-66,working,9692
2016,Male,Tipperary,0.125,5-12,at primary school,6857
2016,Male,Tipperary,0.125,13-18,at secondary school,2791
2016,Male,Tipperary,0.125,19-66,at university,711
2016,Male,Tipperary,0.275,15-66,working,7238
2016,Male,Tipperary,0.275,5-12,at primary school,1705
2016,Male,Tipperary,0.275,13-18,at secondary school,2197
2016,Male,Tipperary,0.275,19-66,at university,605
2016,Male,Tipperary,0.375,15-66,working,5319
2016,Male,Tipperary,0.375,5-12,at primary school,346
2016,Male,Tipperary,0.375,13-18,at secondary school,821
2016,Male,Tipperary,0.375,19-66,at university,413
2016,Male,Tipperary,0.525,15-66,working,1710
2016,Male,Tipperary,0.525,5-12,at primary school,48
2016,Male,Tipperary,0.525,13-18,at secondary school,181
2016,Male,Tipperary,0.525,19-66,at university,191
2016,Male,Tipperary,1.25,15-66,working,2370
2016,Male,Tipperary,1.25,5-12,at primary school,36
2016,Male,Tipperary,1.25,13-18,at secondary school,82
2016,Male,Tipperary,1.25,19-66,at university,232
2016,Male,Tipperary,1.3,15-66,working,1491
2016,Male,Tipperary,1.3,5-12,at primary school,8
2016,Male,Tipperary,1.3,13-18,at secondary school,20
2016,Male,Tipperary,1.3,19-66,at university,121
2016,Male,Waterford City and County,0.125,15-66,working,7059
2016,Male,Waterford City and County,0.125,5-12,at primary school,4570
2016,Male,Waterford City and County,0.125,13-18,at secondary school,1907
2016,Male,Waterford City and County,0.125,19-66,at university,654
2016,Male,Waterford City and County,0.275,15-66,working,7087
2016,Male,Waterford City and County,0.275,5-12,at primary school,1566
2016,Male,Waterford City and County,0.275,13-18,at secondary school,1779
2016,Male,Waterford City and County,0.275,19-66,at university,814
2016,Male,Waterford City and County,0.375,15-66,working,2920
2016,Male,Waterford City and County,0.375,5-12,at primary school,263
2016,Male,Waterford City and County,0.375,13-18,at secondary school,534
2016,Male,Waterford City and County,0.375,19-66,at university,294
2016,Male,Waterford City and County,0.525,15-66,working,1055
2016,Male,Waterford City and County,0.525,5-12,at primary school,36
2016,Male,Waterford City and County,0.525,13-18,at secondary school,74
2016,Male,Waterford City and County,0.525,19-66,at university,93
2016,Male,Waterford City and County,1.25,15-66,working,1229
2016,Male,Waterford City and County,1.25,5-12,at primary school,28
2016,Male,Waterford City and County,1.25,13-18,at secondary school,41
2016,Male,Waterford City and County,1.25,19-66,at university,103
2016,Male,Waterford City and County,1.3,15-66,working,720
2016,Male,Waterford City and County,1.3,5-12,at primary school,6
2016,Male,Waterford City and County,1.3,13-18,at secondary school,13
2016,Male,Waterford City and County,1.3,19-66,at university,71
2016,Male,Galway City,0.125,15-66,working,4554
2016,Male,Galway City,0.125,5-12,at primary school,1680
2016,Male,Galway City,0.125,13-18,at secondary school,578
2016,Male,Galway City,0.125,19-66,at university,1102
2016,Male,Galway City,0.275,15-66,working,6213
2016,Male,Galway City,0.275,5-12,at primary school,1122
2016,Male,Galway City,0.275,13-18,at secondary school,870
2016,Male,Galway City,0.275,19-66,at university,1285
2016,Male,Galway City,0.375,15-66,working,2514
2016,Male,Galway City,0.375,5-12,at primary school,320
2016,Male,Galway City,0.375,13-18,at secondary school,420
2016,Male,Galway City,0.375,19-66,at university,391
2016,Male,Galway City,0.525,15-66,working,514
2016,Male,Galway City,0.525,5-12,at primary school,33
2016,Male,Galway City,0.525,13-18,at secondary school,61
2016,Male,Galway City,0.525,19-66,at university,77
2016,Male,Galway City,1.25,15-66,working,591
2016,Male,Galway City,1.25,5-12,at primary school,18
2016,Male,Galway City,1.25,13-18,at secondary school,35
2016,Male,Galway City,1.25,19-66,at university,44
2016,Male,Galway City,1.3,15-66,working,306
2016,Male,Galway City,1.3,5-12,at primary school,5
2016,Male,Galway City,1.3,13-18,at secondary school,9
2016,Male,Galway City,1.3,19-66,at university,22
2016,Male,Galway County,0.125,15-66,working,7490
2016,Male,Galway County,0.125,5-12,at primary school,8662
2016,Male,Galway County,0.125,13-18,at secondary school,2844
2016,Male,Galway County,0.125,19-66,at university,495
2016,Male,Galway County,0.275,15-66,working,8548
2016,Male,Galway County,0.275,5-12,at primary school,1688
2016,Male,Galway County,0.275,13-18,at secondary school,2364
2016,Male,Galway County,0.275,19-66,at university,626
2016,Male,Galway County,0.375,15-66,working,9156
2016,Male,Galway County,0.375,5-12,at primary school,420
2016,Male,Galway County,0.375,13-18,at secondary school,1278
2016,Male,Galway County,0.375,19-66,at university,748
2016,Male,Galway County,0.525,15-66,working,3041
2016,Male,Galway County,0.525,5-12,at primary school,87
2016,Male,Galway County,0.525,13-18,at secondary school,302
2016,Male,Galway County,0.525,19-66,at university,346
2016,Male,Galway County,1.25,15-66,working,3207
2016,Male,Galway County,1.25,5-12,at primary school,48
2016,Male,Galway County,1.25,13-18,at secondary school,162
2016,Male,Galway County,1.25,19-66,at university,377
2016,Male,Galway County,1.3,15-66,working,1309
2016,Male,Galway County,1.3,5-12,at primary school,20
2016,Male,Galway County,1.3,13-18,at secondary school,32
2016,Male,Galway County,1.3,19-66,at university,112
2016,Male,Leitrim,0.125,15-66,working,1497
2016,Male,Leitrim,0.125,5-12,at primary school,1335
2016,Male,Leitrim,0.125,13-18,at secondary school,594
2016,Male,Leitrim,0.125,19-66,at university,108
2016,Male,Leitrim,0.275,15-66,working,1511
2016,Male,Leitrim,0.275,5-12,at primary school,431
2016,Male,Leitrim,0.275,13-18,at secondary school,350
2016,Male,Leitrim,0.275,19-66,at university,109
2016,Male,Leitrim,0.375,15-66,working,1161
2016,Male,Leitrim,0.375,5-12,at primary school,100
2016,Male,Leitrim,0.375,13-18,at secondary school,160
2016,Male,Leitrim,0.375,19-66,at university,62
2016,Male,Leitrim,0.525,15-66,working,305
2016,Male,Leitrim,0.525,5-12,at primary school,3
2016,Male,Leitrim,0.525,13-18,at secondary school,37
2016,Male,Leitrim,0.525,19-66,at university,33
2016,Male,Leitrim,1.25,15-66,working,407
2016,Male,Leitrim,1.25,5-12,at primary school,3
2016,Male,Leitrim,1.25,13-18,at secondary school,23
2016,Male,Leitrim,1.25,19-66,at university,25
2016,Male,Leitrim,1.3,15-66,working,360
2016,Male,Leitrim,1.3,5-12,at primary school,1
2016,Male,Leitrim,1.3,13-18,at secondary school,9
2016,Male,Leitrim,1.3,19-66,at university,43
2016,Male,Mayo,0.125,15-66,working,8279
2016,Male,Mayo,0.125,5-12,at primary school,5557
2016,Male,Mayo,0.125,13-18,at secondary school,2394
2016,Male,Mayo,0.125,19-66,at university,646
2016,Male,Mayo,0.275,15-66,working,6271
2016,Male,Mayo,0.275,5-12,at primary school,1191
2016,Male,Mayo,0.275,13-18,at secondary school,1584
2016,Male,Mayo,0.275,19-66,at university,557
2016,Male,Mayo,0.375,15-66,working,3666
2016,Male,Mayo,0.375,5-12,at primary school,180
2016,Male,Mayo,0.375,13-18,at secondary school,655
2016,Male,Mayo,0.375,19-66,at university,221
2016,Male,Mayo,0.525,15-66,working,1224
2016,Male,Mayo,0.525,5-12,at primary school,33
2016,Male,Mayo,0.525,13-18,at secondary school,158
2016,Male,Mayo,0.525,19-66,at university,78
2016,Male,Mayo,1.25,15-66,working,1696
2016,Male,Mayo,1.25,5-12,at primary school,22
2016,Male,Mayo,1.25,13-18,at secondary school,83
2016,Male,Mayo,1.25,19-66,at university,152
2016,Male,Mayo,1.3,15-66,working,865
2016,Male,Mayo,1.3,5-12,at primary school,9
2016,Male,Mayo,1.3,13-18,at secondary school,14
2016,Male,Mayo,1.3,19-66,at university,118
2016,Male,Roscommon,0.125,15-66,working,3542
2016,Male,Roscommon,0.125,5-12,at primary school,2841
2016,Male,Roscommon,0.125,13-18,at secondary school,1075
2016,Male,Roscommon,0.125,19-66,at university,269
2016,Male,Roscommon,0.275,15-66,working,3328
2016,Male,Roscommon,0.275,5-12,at primary school,653
2016,Male,Roscommon,0.275,13-18,at secondary school,929
2016,Male,Roscommon,0.275,19-66,at university,232
2016,Male,Roscommon,0.375,15-66,working,1964
2016,Male,Roscommon,0.375,5-12,at primary school,97
2016,Male,Roscommon,0.375,13-18,at secondary school,328
2016,Male,Roscommon,0.375,19-66,at university,157
2016,Male,Roscommon,0.525,15-66,working,647
2016,Male,Roscommon,0.525,5-12,at primary school,11
2016,Male,Roscommon,0.525,13-18,at secondary school,65
2016,Male,Roscommon,0.525,19-66,at university,51
2016,Male,Roscommon,1.25,15-66,working,897
2016,Male,Roscommon,1.25,5-12,at primary school,10
2016,Male,Roscommon,1.25,13-18,at secondary school,45
2016,Male,Roscommon,1.25,19-66,at university,86
2016,Male,Roscommon,1.3,15-66,working,778
2016,Male,Roscommon,1.3,5-12,at primary school,2
2016,Male,Roscommon,1.3,13-18,at secondary school,10
2016,Male,Roscommon,1.3,19-66,at university,70
