capacity,episodes,reward
100k,136,172.97297297297297
100k,137,172.97297297297297
100k,138,172.97297297297297
100k,139,172.97297297297297
100k,140,172.97297297297297
100k,141,176.31578947368422
100k,142,176.31578947368422
100k,143,176.31578947368422
100k,144,176.31578947368422
100k,145,179.48717948717947
100k,146,179.48717948717947
100k,147,179.48717948717947
100k,148,179.48717948717947
100k,149,179.48717948717947
100k,150,180.0
100k,151,180.0
100k,152,180.0
100k,153,180.0
100k,154,182.9268292682927
100k,155,182.9268292682927
100k,156,182.9268292682927
100k,157,182.9268292682927
100k,158,182.9268292682927
100k,159,185.71428571428572
100k,160,185.71428571428572
100k,161,186.04651162790697
100k,162,186.04651162790697
100k,163,186.04651162790697
100k,164,186.04651162790697
100k,165,186.04651162790697
100k,166,186.36363636363637
100k,167,186.36363636363637
100k,168,186.36363636363637
100k,169,186.36363636363637
100k,170,188.88888888888889
100k,171,188.88888888888889
100k,172,188.88888888888889
100k,173,188.88888888888889
100k,174,191.30434782608697
100k,175,191.30434782608697
100k,176,191.30434782608697
100k,177,191.30434782608697
100k,178,191.30434782608697
100k,179,193.61702127659575
100k,180,193.61702127659575
100k,181,193.61702127659575
100k,182,193.61702127659575
100k,183,195.83333333333334
100k,184,195.83333333333334
100k,185,195.83333333333334
100k,186,195.83333333333334
100k,187,197.9591836734694
100k,188,197.9591836734694
100k,189,197.9591836734694
100k,190,197.9591836734694
100k,191,197.9591836734694
100k,192,200.0
100k,193,200.0
50k,0,500.0
50k,1,500.0
50k,2,500.0
50k,3,300.0
50k,4,300.0
50k,5,300.0
50k,6,233.33333333333334
50k,7,233.33333333333334
50k,8,200.0
50k,9,200.0
50k,10,200.0
50k,11,180.0
50k,12,180.0
50k,13,180.0
50k,14,180.0
50k,15,180.0
50k,16,200.0
50k,17,171.42857142857142
50k,18,171.42857142857142
50k,19,171.42857142857142
50k,20,171.42857142857142
50k,21,171.42857142857142
50k,22,162.5
50k,23,162.5
50k,24,162.5
50k,25,162.5
50k,26,155.55555555555554
50k,27,140.0
50k,28,140.0
50k,29,127.27272727272727
50k,30,127.27272727272727
50k,31,116.66666666666667
50k,32,115.38461538461539
50k,33,115.38461538461539
50k,34,115.38461538461539
50k,35,115.38461538461539
50k,36,115.38461538461539
50k,37,128.57142857142858
50k,38,128.57142857142858
50k,39,128.57142857142858
50k,40,128.57142857142858
50k,41,140.0
50k,42,140.0
50k,43,140.0
50k,44,140.0
50k,45,156.25
50k,46,156.25
50k,47,147.05882352941177
50k,48,147.05882352941177
50k,49,147.05882352941177
50k,50,147.05882352941177
50k,51,150.0
50k,52,150.0
50k,53,142.10526315789474
50k,54,140.0
50k,55,140.0
50k,56,138.0952380952381
50k,57,138.0952380952381
50k,58,138.0952380952381
50k,59,138.0952380952381
50k,60,138.0952380952381
50k,61,136.36363636363637
50k,62,136.36363636363637
50k,63,136.36363636363637
50k,64,136.36363636363637
50k,65,136.36363636363637
50k,66,143.47826086956522
50k,67,143.47826086956522
50k,68,143.47826086956522
50k,69,143.47826086956522
50k,70,150.0
50k,71,150.0
50k,72,150.0
50k,73,148.0
50k,74,148.0
50k,75,146.15384615384616
50k,76,144.44444444444446
50k,77,144.44444444444446
50k,78,144.44444444444446
50k,79,144.44444444444446
50k,80,144.44444444444446
50k,81,142.85714285714286
50k,82,137.93103448275863
50k,83,137.93103448275863
50k,84,133.33333333333334
50k,85,133.33333333333334
50k,86,133.33333333333334
50k,87,133.33333333333334
50k,88,133.33333333333334
50k,89,138.70967741935485
50k,90,138.70967741935485
50k,91,134.375
50k,92,133.33333333333334
50k,93,133.33333333333334
50k,94,133.33333333333334
50k,95,132.35294117647058
50k,96,132.35294117647058
50k,97,128.57142857142858
50k,98,125.0
50k,99,125.0
50k,100,121.62162162162163
50k,101,121.62162162162163
50k,102,121.62162162162163
50k,103,121.62162162162163
50k,104,126.3157894736842
50k,105,126.3157894736842
50k,106,126.3157894736842
50k,107,126.3157894736842
50k,108,126.3157894736842
50k,109,130.76923076923077
50k,110,130.76923076923077
50k,111,130.76923076923077
50k,112,130.76923076923077
50k,113,135.0
50k,114,135.0
50k,115,135.0
50k,116,135.0
50k,117,136.58536585365854
50k,118,136.58536585365854
50k,119,136.58536585365854
50k,120,136.58536585365854
50k,121,138.0952380952381
50k,122,138.0952380952381
50k,123,138.0952380952381
50k,124,137.2093023255814
50k,125,137.2093023255814
50k,126,137.2093023255814
50k,127,137.2093023255814
50k,128,140.9090909090909
50k,129,140.9090909090909
50k,130,140.9090909090909
50k,131,140.9090909090909
50k,132,140.9090909090909
50k,133,144.44444444444446
50k,134,144.44444444444446
50k,135,144.44444444444446
50k,136,144.44444444444446
50k,137,144.44444444444446
50k,138,150.0
50k,139,150.0
50k,140,150.0
50k,141,150.0
50k,142,153.19148936170214
50k,143,153.19148936170214
50k,144,153.19148936170214
50k,145,154.16666666666666
50k,146,154.16666666666666
50k,147,154.16666666666666
50k,148,154.16666666666666
50k,149,154.16666666666666
50k,150,155.10204081632654
50k,151,155.10204081632654
50k,152,155.10204081632654
50k,153,155.10204081632654
50k,154,155.10204081632654
50k,155,156.0
50k,156,156.0
50k,157,156.0
50k,158,156.0
50k,159,158.8235294117647
50k,160,158.8235294117647
50k,161,155.76923076923077
50k,162,155.76923076923077
50k,163,152.83018867924528
50k,164,152.83018867924528
50k,165,151.85185185185185
50k,166,151.85185185185185
50k,167,151.85185185185185
50k,168,151.85185185185185
50k,169,152.72727272727272
50k,170,152.72727272727272
50k,171,152.72727272727272
50k,172,153.57142857142858
50k,173,153.57142857142858
50k,174,153.57142857142858
50k,175,153.57142857142858
50k,176,154.3859649122807
50k,177,154.3859649122807
50k,178,155.17241379310346
50k,179,155.17241379310346
50k,180,154.23728813559322
50k,181,154.23728813559322
50k,182,154.23728813559322
50k,183,155.0
50k,184,155.0
50k,185,155.0
50k,186,155.0
50k,187,159.01639344262296
50k,188,159.01639344262296
50k,189,159.01639344262296
50k,190,162.90322580645162
50k,191,162.90322580645162
50k,192,161.9047619047619
10k,0,200.0
10k,1,200.0
10k,2,200.0
10k,3,200.0
10k,4,200.0
10k,5,166.66666666666666
10k,6,166.66666666666666
10k,7,175.0
10k,8,175.0
10k,9,160.0
10k,10,160.0
10k,11,133.33333333333334
10k,12,114.28571428571429
10k,13,114.28571428571429
10k,14,114.28571428571429
10k,15,114.28571428571429
10k,16,114.28571428571429
10k,17,100.0
10k,18,100.0
10k,19,100.0
10k,20,100.0
10k,21,100.0
10k,22,100.0
10k,23,100.0
10k,24,100.0
10k,25,100.0
10k,26,90.9090909090909
10k,27,90.9090909090909
10k,28,90.9090909090909
10k,29,90.9090909090909
10k,30,91.66666666666667
10k,31,91.66666666666667
10k,32,91.66666666666667
10k,33,91.66666666666667
10k,34,107.6923076923077
10k,35,107.6923076923077
10k,36,100.0
10k,37,93.33333333333333
10k,38,93.33333333333333
10k,39,93.33333333333333
