capacity,episodes,reward
1k,0,400.0
1k,1,400.0
1k,2,400.0
1k,3,305.0
1k,4,305.0
1k,5,290.0
1k,6,290.0
1k,7,227.5
1k,8,227.5
1k,9,182.0
1k,10,182.0
1k,11,154.16666666666666
1k,12,154.16666666666666
1k,13,154.16666666666666
1k,14,170.71428571428572
1k,15,170.71428571428572
1k,16,183.125
1k,17,183.125
1k,18,183.125
1k,19,192.77777777777777
1k,20,192.77777777777777
1k,21,192.77777777777777
1k,22,200.5
1k,23,200.5
1k,24,206.8181818181818
1k,25,206.8181818181818
1k,26,206.8181818181818
1k,27,212.08333333333334
1k,28,212.08333333333334
1k,29,212.08333333333334
1k,30,216.53846153846155
1k,31,216.53846153846155
1k,32,216.53846153846155
1k,33,220.35714285714286
1k,34,220.35714285714286
1k,35,223.66666666666666
1k,36,223.66666666666666
1k,37,223.66666666666666
1k,38,226.5625
1k,39,226.5625
1k,40,226.5625
1k,41,229.11764705882354
1k,42,229.11764705882354
1k,43,231.38888888888889
1k,44,231.38888888888889
1k,45,231.38888888888889
1k,46,233.42105263157896
1k,47,233.42105263157896
1k,48,233.42105263157896
1k,49,235.25
1k,50,235.25
1k,51,236.9047619047619
1k,52,236.9047619047619
1k,53,236.9047619047619
1k,54,238.4090909090909
1k,55,238.4090909090909
1k,56,238.4090909090909
1k,57,239.7826086956522
1k,58,239.7826086956522
1k,59,241.04166666666666
1k,60,241.04166666666666
1k,61,241.04166666666666
1k,62,242.2
1k,63,242.2
1k,64,242.2
1k,65,243.26923076923077
1k,66,243.26923076923077
1k,67,243.26923076923077
1k,68,244.25925925925927
1k,69,244.25925925925927
1k,70,245.17857142857142
1k,71,245.17857142857142
1k,72,245.17857142857142
1k,73,246.0344827586207
1k,74,246.0344827586207
1k,75,246.0344827586207
1k,76,246.83333333333334
1k,77,246.83333333333334
1k,78,247.58064516129033
1k,79,247.58064516129033
1k,80,247.58064516129033
1k,81,248.28125
1k,82,248.28125
1k,83,248.28125
1k,84,248.93939393939394
1k,85,248.93939393939394
1k,86,249.55882352941177
1k,87,249.55882352941177
1k,88,249.55882352941177
1k,89,250.14285714285714
1k,90,250.14285714285714
1k,91,250.14285714285714
1k,92,250.69444444444446
1k,93,250.69444444444446
1k,94,250.69444444444446
1k,95,251.21621621621622
1k,96,251.21621621621622
1k,97,251.71052631578948
1k,98,251.71052631578948
1k,99,251.71052631578948
1k,100,252.17948717948718
1k,101,252.17948717948718
1k,102,252.17948717948718
1k,103,252.625
1k,104,252.625
1k,105,253.0487804878049
1k,106,253.0487804878049
1k,107,253.0487804878049
1k,108,253.45238095238096
1k,109,253.45238095238096
1k,110,253.45238095238096
1k,111,253.8372093023256
1k,112,253.8372093023256
1k,113,254.20454545454547
1k,114,254.20454545454547
1k,115,254.20454545454547
1k,116,254.55555555555554
1k,117,254.55555555555554
1k,118,254.55555555555554
1k,119,254.8913043478261
1k,120,254.8913043478261
1k,121,255.2127659574468
1k,122,255.2127659574468
1k,123,255.2127659574468
1k,124,255.52083333333334
1k,125,255.52083333333334
1k,126,255.52083333333334
1k,127,255.81632653061226
1k,128,255.81632653061226
1k,129,255.81632653061226
1k,130,256.1
1k,131,256.1
1k,132,256.37254901960785
1k,133,256.37254901960785
1k,134,256.37254901960785
1k,135,256.63461538461536
1k,136,256.63461538461536
1k,137,256.63461538461536
1k,138,256.8867924528302
1k,139,256.8867924528302
1k,140,257.1296296296296
1k,141,257.1296296296296
1k,142,257.1296296296296
1k,143,257.3636363636364
1k,144,257.3636363636364
1k,145,257.3636363636364
1k,146,257.5892857142857
1k,147,257.5892857142857
1k,148,257.8070175438597
1k,149,257.8070175438597
1k,150,257.8070175438597
1k,151,258.01724137931035
1k,152,258.01724137931035
1k,153,258.01724137931035
1k,154,258.22033898305085
1k,155,258.22033898305085
1k,156,258.22033898305085
1k,157,258.4166666666667
1k,158,258.4166666666667
1k,159,258.60655737704917
1k,160,258.60655737704917
1k,161,258.60655737704917
1k,162,258.7903225806452
1k,163,258.7903225806452
1k,164,258.7903225806452
1k,165,258.968253968254
1k,166,258.968253968254
1k,167,259.140625
1k,168,259.140625
1k,169,259.140625
1k,170,259.3076923076923
1k,171,259.3076923076923
1k,172,259.3076923076923
1k,173,259.469696969697
1k,174,259.469696969697
1k,175,259.6268656716418
1k,176,259.6268656716418
1k,177,259.6268656716418
1k,178,259.77941176470586
1k,179,259.77941176470586
1k,180,259.77941176470586
1k,181,259.92753623188406
1k,182,259.92753623188406
1k,183,260.07142857142856
1k,184,260.07142857142856
1k,185,260.07142857142856
1k,186,260.2112676056338
1k,187,260.2112676056338
1k,188,260.2112676056338
1k,189,260.34722222222223
1k,190,260.34722222222223
1k,191,260.34722222222223
1k,192,260.47945205479454
1k,193,260.47945205479454
1k,194,260.6081081081081
1k,195,260.6081081081081
1k,196,260.6081081081081
